date,poc,vah,val,var,ibh,ibl,ibr,ib_broken_up,ib_broken_dn,fa_up,fa_dn,session_high,session_low,open_price,close_price,total_tpos
2025-05-07,54300,54500,54200,300,54672.9,53919.9,753.0,True,False,True,False,54684.3,53919.9,54013.4,54632.95,473
2025-05-08,54700,54900,54600,300,54937.25,54600.5,336.75,False,True,False,False,54937.25,54108.0,54801.75,54141.75,469
2025-05-09,53600,53800,53500,300,54054.8,53525.5,529.3000000000029,False,True,False,True,54054.8,53483.05,53595.95,53674.05,500
2025-05-12,55200,55400,55100,300,55292.8,54558.05,734.75,True,False,False,False,55466.3,54558.05,54658.75,55411.3,466
2025-05-13,54900,55200,54900,300,55499.65,54981.9,517.75,False,True,False,False,55499.65,54888.5,55233.5,54964.45,509
2025-05-14,54600,55100,54600,500,55208.6,54885.15,323.4499999999971,False,True,False,False,55208.6,54491.0,55008.55,54860.55,478
2025-05-15,54600,55400,54500,900,54935.15,54442.3,492.84999999999854,True,False,False,False,55490.55,54442.3,54853.7,55336.7,495
2025-05-16,55300,55400,55200,200,55418.9,55170.25,248.65000000000146,False,False,False,False,55418.9,55170.25,55276.0,55350.8,440
2025-05-19,55500,55700,55400,300,55512.95,55296.55,216.39999999999418,True,False,True,False,55695.55,55296.55,55326.05,55400.65,465
2025-05-20,55100,55300,54900,400,55568.35,55120.35,448.0,False,True,False,False,55568.35,54829.45,55445.3,54932.35,446
2025-05-21,55000,55300,54900,400,55266.55,54931.3,335.25,True,True,True,True,55336.85,54690.8,55060.2,55065.6,462
2025-05-22,54600,54900,54600,300,54936.85,54719.85,217.0,True,True,False,True,54996.1,54576.6,54875.9,54963.25,450
2025-05-23,55300,55500,55200,300,55202.0,54854.5,347.5,True,False,False,False,55441.3,54854.5,54959.3,55389.6,484
2025-05-26,55500,55600,55400,200,55875.75,55516.8,358.9499999999971,False,True,False,True,55875.75,55307.5,55534.9,55559.35,478
2025-05-27,55100,55500,55100,400,55511.55,55037.85,473.70000000000437,True,False,True,False,55831.35,55037.85,55458.95,55352.45,514
2025-05-28,55300,55500,55300,200,55521.8,55235.55,286.25,False,False,False,False,55521.8,55235.55,55328.6,55447.55,465
2025-05-29,55200,55500,55100,400,55725.35,55316.25,409.09999999999854,True,True,False,True,55782.75,55096.45,55571.4,55746.85,488
2025-05-30,55400,55800,55400,400,55704.25,55459.8,244.4499999999971,True,True,False,True,55813.3,55356.6,55615.55,55755.7,442
2025-06-02,55700,55900,55600,300,55787.1,55400.55,386.54999999999563,True,False,False,False,55966.3,55400.55,55598.25,55862.05,464
2025-06-03,55600,55800,55500,300,56161.4,55714.35,447.0500000000029,False,True,False,False,56161.4,55455.8,56104.8,55540.0,498
2025-06-04,55600,55700,55600,100,55791.0,55408.35,382.65000000000146,False,False,False,False,55791.0,55408.35,55650.35,55665.55,418
2025-06-05,55700,55800,55600,200,55849.45,55580.45,269.0,True,False,True,False,56010.15,55580.45,55806.75,55809.75,483
2025-06-06,56500,56700,55600,1100,56002.25,55559.55,442.6999999999971,True,True,False,True,56695.0,55534.75,55699.45,56584.8,504
2025-06-09,56900,57000,56800,200,57049.5,56792.7,256.8000000000029,False,False,False,False,57049.5,56792.7,57049.5,56846.2,441
2025-06-10,56600,56800,56600,200,57015.4,56570.3,445.09999999999854,False,True,False,True,57015.4,56564.15,56993.9,56579.55,457
2025-06-11,56700,56800,56400,400,56669.3,56443.85,225.45000000000437,True,True,True,False,56782.5,56399.4,56639.85,56438.05,439
2025-06-12,56200,56400,56000,400,56611.05,56382.0,229.0500000000029,False,True,False,False,56611.05,55968.5,56480.9,55997.8,476
2025-06-13,55400,55600,55400,200,55515.2,55149.3,365.8999999999942,True,False,False,False,55688.0,55149.3,55149.3,55577.1,438
2025-06-16,55800,56000,55400,600,55604.3,55381.45,222.85000000000582,True,False,False,False,55999.85,55381.45,55554.1,55973.5,439
2025-06-17,55700,55900,55600,300,56067.3,55788.85,278.45000000000437,False,True,False,False,56067.3,55643.95,55975.0,55678.7,484
2025-06-18,55700,55900,55700,200,55933.6,55511.8,421.79999999999563,False,False,False,False,55933.6,55511.8,55544.95,55802.85,454
2025-06-19,55600,55800,55600,200,55942.45,55684.7,257.75,False,True,False,False,55942.45,55475.45,55784.85,55497.05,438
2025-06-20,56100,56200,55700,500,55833.6,55566.4,267.1999999999971,True,False,False,False,56328.2,55566.4,55566.7,56216.5,451
2025-06-23,55900,56100,55800,300,56061.5,55779.25,282.25,True,False,True,False,56233.55,55779.25,55832.35,56034.55,438
2025-06-24,56600,56800,56400,400,56736.1,56460.85,275.25,True,True,True,True,56862.0,56276.15,56529.45,56471.4,493
2025-06-25,56600,56700,56500,200,56664.9,56420.65,244.25,True,False,True,False,56681.4,56420.65,56564.5,56591.0,469
2025-06-26,56600,57200,56600,600,56806.6,56567.4,239.1999999999971,True,True,False,True,57263.45,56558.35,56693.55,57161.9,494
2025-06-27,57300,57500,57200,300,57259.0,56993.85,265.15000000000146,True,False,False,False,57475.4,56993.85,57234.7,57399.95,469
2025-06-30,57300,57500,57300,200,57614.5,57323.15,291.34999999999854,False,True,False,False,57614.5,57193.8,57529.95,57318.55,445
2025-07-01,57400,57500,57200,300,57423.0,57197.15,225.84999999999854,True,True,False,True,57533.85,57150.35,57375.8,57442.7,432
2025-07-02,57100,57300,56800,500,57628.4,57205.8,422.59999999999854,False,True,False,False,57628.4,56833.8,57558.2,56972.15,438
2025-07-03,56900,57200,56900,300,57193.25,56894.65,298.59999999999854,False,True,False,False,57193.25,56764.1,57050.4,56772.75,497
2025-07-04,56800,56900,56600,300,56938.75,56680.05,258.6999999999971,True,True,False,True,57075.1,56623.6,56825.25,57044.8,451
2025-07-07,56900,57000,56900,100,57071.2,56854.05,217.14999999999418,True,True,True,True,57152.2,56838.55,56938.7,56918.5,439
2025-07-08,57100,57200,57000,200,57258.1,56923.05,335.04999999999563,True,False,True,False,57303.3,56923.05,56942.55,57240.85,452
2025-07-09,57100,57300,57100,200,57233.45,57037.9,195.54999999999563,True,False,True,False,57290.65,57037.9,57199.75,57171.6,438
2025-07-10,57100,57200,57000,200,57363.7,57152.8,210.89999999999418,False,True,False,False,57363.7,56886.6,57339.75,56956.95,472
2025-07-11,56700,56800,56600,200,57091.05,56807.35,283.70000000000437,False,True,False,False,57091.05,56607.75,56843.45,56712.85,436
2025-07-14,56600,56800,56600,200,56896.3,56653.5,242.8000000000029,False,True,False,True,56896.3,56594.25,56780.75,56763.6,445
2025-07-15,57000,57100,56900,200,57063.35,56707.8,355.54999999999563,True,False,True,False,57134.95,56707.8,56709.2,57049.6,452
2025-07-16,57000,57300,57000,300,57175.15,56991.55,183.59999999999854,True,True,True,True,57276.55,56937.6,57111.25,57108.4,437
2025-07-17,56900,57000,56800,200,57262.85,56980.65,282.1999999999971,False,True,False,False,57262.85,56780.15,57231.95,56805.1,470
2025-07-18,56200,56400,56200,200,56705.15,56403.9,301.25,False,True,False,False,56705.15,56204.85,56524.25,56253.7,464
2025-07-21,56700,57000,56700,300,56761.5,56255.7,505.8000000000029,True,False,False,False,56983.45,56255.7,56558.9,56916.75,447
2025-07-22,56800,57100,56800,300,57286.15,56916.65,369.5,False,True,False,False,57286.15,56692.0,57253.35,56721.75,456
2025-07-23,56800,57200,56700,500,56949.6,56715.8,233.79999999999563,True,False,False,False,57249.0,56715.8,56918.15,57191.65,449
2025-07-24,57000,57100,56900,200,57316.6,56993.0,323.59999999999854,False,True,False,True,57316.6,56850.9,57316.6,57033.7,451
2025-07-25,56500,57000,56400,600,57136.75,56869.45,267.3000000000029,False,True,False,False,57136.75,56439.4,57001.85,56520.45,458
2025-07-28,56300,56500,56000,500,56522.2,56186.85,335.34999999999854,True,True,True,False,56578.4,55997.45,56215.1,56053.3,454
2025-07-29,56000,56200,55900,300,56148.95,55843.25,305.6999999999971,True,False,False,False,56296.4,55843.25,55881.8,56230.15,443
2025-07-30,56200,56300,56100,200,56320.35,56104.65,215.6999999999971,True,True,True,True,56321.15,56064.55,56310.1,56114.6,458
2025-07-31,56200,56400,55600,800,55959.4,55561.65,397.75,True,True,False,True,56406.2,55547.35,55728.15,55992.65,525
2025-08-01,55800,55900,55700,200,55986.45,55774.7,211.75,True,True,True,False,56097.6,55562.1,55897.15,55636.15,472
2025-08-04,55600,55700,55500,200,55752.45,55437.3,315.1499999999942,False,False,False,False,55752.45,55437.3,55557.5,55643.95,470
2025-08-05,55400,55500,55200,300,55648.15,55419.35,228.8000000000029,False,True,False,False,55648.15,55202.85,55545.05,55392.5,459
2025-08-06,55400,55500,55300,200,55507.2,55276.15,231.04999999999563,True,True,True,True,55559.4,55227.7,55329.8,55422.25,441
2025-08-07,55100,55300,55000,300,55364.7,55148.3,216.39999999999418,True,True,False,True,55614.8,54973.55,55215.65,55591.35,464
2025-08-08,55100,55300,55100,200,55652.6,55230.3,422.29999999999563,False,True,False,False,55652.6,54905.6,55609.35,54925.45,455
2025-08-11,55200,55500,55100,400,55249.4,54927.55,321.84999999999854,True,False,False,False,55582.15,54927.55,54999.35,55423.55,453
2025-08-12,55200,55400,55100,300,55566.7,55217.3,349.3999999999942,False,True,False,False,55566.7,55001.5,55441.1,55039.35,456
2025-08-13,55100,55300,55100,200,55340.05,55094.85,245.20000000000437,False,True,False,True,55340.05,55026.95,55340.05,55189.05,451
2025-08-14,55300,55500,55300,200,55419.9,55074.3,345.59999999999854,True,False,True,False,55472.8,55074.3,55102.55,55318.05,438
2025-08-18,55700,56100,55700,400,56156.3,55822.7,333.6000000000058,False,True,False,False,56156.3,55647.65,55940.6,55745.55,449
2025-08-19,55800,55900,55600,300,55791.8,55608.15,183.65000000000146,True,False,False,False,55965.55,55608.15,55622.3,55849.8,432
2025-08-20,55600,55800,55600,200,55812.6,55577.35,235.25,False,False,False,False,55812.6,55577.35,55751.5,55702.1,476
2025-08-21,55800,55900,55700,200,55993.65,55720.45,273.20000000000437,False,True,False,True,55993.65,55708.2,55972.05,55733.9,446
2025-08-22,55300,55400,55200,200,55745.0,55300.9,444.09999999999854,False,True,False,False,55745.0,55102.6,55669.25,55152.45,448
2025-08-25,55100,55300,55100,200,55306.0,55060.25,245.75,False,True,False,True,55306.0,55048.4,55147.75,55161.75,460
2025-08-26,54500,54700,54500,200,55068.9,54478.4,590.5,False,True,False,False,55068.9,54396.1,54999.05,54416.45,486
2025-08-28,54100,54300,53900,400,54382.25,53916.1,466.15000000000146,False,True,False,False,54382.25,53768.45,54256.0,53894.25,495
2025-08-29,53900,54100,53800,300,54006.95,53660.35,346.59999999999854,True,True,True,True,54086.0,53606.45,53660.35,53692.85,456
2025-09-01,53800,54000,53800,200,53988.25,53658.15,330.09999999999854,True,False,False,False,54035.85,53658.15,53658.15,53993.4,452
2025-09-02,54000,54200,53600,600,54160.95,53912.2,248.75,False,True,False,False,54160.95,53578.0,54038.25,53627.25,444
2025-09-03,53700,53900,53600,300,53866.75,53561.75,305.0,True,False,False,False,54136.15,53561.75,53630.75,54071.75,470
2025-09-04,54200,54300,54100,200,54450.55,54195.7,254.85000000000582,False,True,False,False,54450.55,53971.85,54379.6,54101.1,484
2025-09-05,53800,54200,53800,400,54308.05,53881.45,426.6000000000058,False,True,False,True,54308.05,53719.55,54308.05,54098.2,445
2025-09-08,54200,54400,54100,300,54329.2,54088.7,240.5,True,True,True,True,54518.7,54067.15,54215.4,54222.3,466
2025-09-09,54100,54300,54100,200,54350.65,54188.3,162.34999999999854,False,True,False,True,54350.65,54079.45,54330.55,54228.2,450
2025-09-10,54500,54700,54500,200,54554.75,54400.0,154.75,True,False,True,False,54705.2,54400.0,54554.75,54532.65,461
2025-09-11,54600,54700,54500,200,54649.85,54402.4,247.4499999999971,True,False,True,False,54757.45,54402.4,54413.05,54644.6,466
2025-09-12,54700,54900,54700,200,54847.7,54580.35,267.34999999999854,True,False,True,False,54852.25,54580.35,54781.55,54784.55,498
2025-09-15,54900,55000,54800,200,54953.15,54808.1,145.0500000000029,True,True,True,True,55018.7,54807.5,54884.05,54852.7,432
2025-09-16,55100,55200,55000,200,55120.95,54777.75,343.1999999999971,True,False,False,False,55185.45,54777.75,54778.4,55166.8,420
2025-09-17,55300,55500,55300,200,55371.6,55146.55,225.04999999999563,True,False,False,False,55540.75,55146.55,55158.35,55480.85,435
2025-09-18,55700,55800,55600,200,55835.25,55611.55,223.6999999999971,False,True,False,True,55835.25,55490.9,55797.1,55716.5,462
2025-09-19,55400,55600,55400,200,55688.75,55461.8,226.9499999999971,False,True,False,True,55688.75,55355.3,55647.95,55494.1,455
2025-09-22,55500,55600,55400,200,55620.9,55315.55,305.34999999999854,True,True,True,False,55666.35,55215.6,55429.3,55280.7,444
2025-09-23,55500,55600,55100,500,55367.6,55159.0,208.59999999999854,True,False,False,False,55662.0,55159.0,55248.7,55555.65,473
2025-09-24,55100,55300,55100,200,55511.1,55226.6,284.5,False,True,False,False,55511.1,55040.45,55387.1,55131.4,467
2025-09-25,55100,55200,55000,200,55252.8,54993.55,259.25,True,True,True,False,55276.65,54903.3,55061.65,54950.95,475
2025-09-26,54500,54700,54300,400,54897.0,54593.2,303.8000000000029,False,True,False,False,54897.0,54310.95,54797.9,54417.35,447
2025-09-29,54500,54700,54400,300,54625.7,54366.2,259.5,True,True,True,True,54686.05,54226.6,54460.4,54541.35,484
2025-09-30,54600,54800,54600,200,54793.05,54564.65,228.40000000000146,False,True,False,True,54793.05,54502.95,54705.5,54679.75,457
2025-10-01,55300,55400,54900,500,54968.1,54582.55,385.54999999999563,True,False,False,False,55406.75,54582.55,54653.9,55386.65,451
2025-10-03,55500,55600,55400,200,55536.25,55177.0,359.25,True,False,False,False,55616.45,55177.0,55182.6,55596.95,473
2025-10-06,56000,56200,55900,300,55975.15,55727.25,247.90000000000146,True,False,False,False,56164.2,55727.25,55834.7,56087.6,473
2025-10-07,56300,56500,56300,200,56384.25,56025.05,359.1999999999971,True,False,True,False,56502.45,56025.05,56126.4,56215.6,463
2025-10-08,56000,56200,55900,300,56303.6,56038.75,264.84999999999854,False,True,False,False,56303.6,55821.0,56098.5,55938.35,475
2025-10-09,56100,56300,56000,300,56076.25,55843.9,232.34999999999854,True,False,False,False,56286.25,55843.9,55979.0,56124.35,467
2025-10-10,56600,56800,56500,300,56555.9,56152.45,403.45000000000437,True,False,False,False,56760.25,56152.45,56168.6,56620.95,513
2025-10-13,56500,56700,56500,200,56565.8,56327.4,238.40000000000146,True,False,False,False,56770.9,56327.4,56337.05,56633.1,485
2025-10-14,56300,56600,56300,300,56721.3,56473.65,247.65000000000146,False,True,False,True,56721.3,56230.15,56598.65,56478.55,496
2025-10-15,56700,56900,56700,200,56702.85,56491.85,211.0,True,False,False,False,56922.7,56491.85,56528.95,56818.5,438
2025-10-16,57100,57500,57000,500,57225.35,56994.7,230.65000000000146,True,False,False,False,57525.8,56994.7,57139.95,57373.25,455
2025-10-17,57700,57800,57500,300,57568.55,57238.65,329.90000000000146,True,False,False,False,57830.2,57238.65,57362.9,57724.0,511
2025-10-20,58100,58300,58000,300,58233.65,57872.85,360.8000000000029,True,False,True,False,58261.55,57872.85,57872.85,58051.0,511
2025-10-23,58400,58600,58200,400,58542.85,58157.6,385.25,True,True,True,False,58577.5,57951.45,58314.55,57981.1,467
2025-10-24,57800,57900,57500,400,58232.9,57985.35,247.5500000000029,False,True,False,False,58232.9,57482.05,58172.75,57741.5,492
2025-10-27,58000,58200,58000,200,58077.65,57652.75,424.90000000000146,True,False,False,False,58224.55,57652.75,57796.45,58198.6,447
2025-10-28,57900,58200,57800,400,58313.8,57862.9,450.90000000000146,False,True,False,True,58313.8,57770.35,58006.55,58271.55,482
2025-10-29,58300,58400,58100,300,58372.55,58091.8,280.75,True,True,False,True,58469.9,58087.05,58316.25,58399.05,462
2025-10-30,58100,58300,58100,200,58331.2,58075.55,255.64999999999418,False,True,False,False,58331.2,57999.2,58152.05,58067.1,483
2025-10-31,57900,58000,57700,300,58254.95,57928.4,326.54999999999563,False,True,False,False,58254.95,57656.95,57942.45,57778.75,446
2025-11-03,58000,58200,58000,200,58064.75,57718.4,346.34999999999854,True,False,False,False,58247.55,57718.4,57726.85,58116.25,472
2025-11-04,57800,58000,57800,200,58119.65,57868.6,251.0500000000029,False,True,False,False,58119.65,57732.95,57966.65,57778.95,430
2025-11-06,57600,57700,57500,200,57945.05,57609.2,335.8500000000058,False,True,False,False,57945.05,57521.0,57714.8,57573.95,467
2025-11-07,57800,58000,57200,800,57433.05,57157.85,275.20000000000437,True,False,False,False,58001.35,57157.85,57391.4,57903.45,473
2025-11-10,58000,58100,57900,200,58059.4,57846.2,213.20000000000437,True,False,True,False,58097.2,57846.2,57846.2,57893.0,465
2025-11-11,57700,58100,57700,400,58082.45,57708.0,374.4499999999971,True,True,False,True,58187.35,57594.25,57962.3,58148.05,457
2025-11-12,58300,58500,58300,200,58507.7,58274.25,233.4499999999971,False,True,False,False,58507.7,58171.85,58505.35,58211.45,435
2025-11-13,58500,58600,58300,300,58487.2,58127.1,360.09999999999854,True,False,True,False,58615.95,58127.1,58158.75,58387.5,460
2025-11-14,58200,58400,58200,200,58467.9,58050.0,417.90000000000146,True,False,False,False,58590.15,58050.0,58050.0,58535.9,499
2025-11-17,58900,59000,58900,100,58977.5,58605.3,372.1999999999971,True,False,True,False,59001.55,58605.3,58696.3,58969.2,426
2025-11-18,58900,59100,58900,200,59026.85,58850.7,176.15000000000146,True,True,True,False,59103.65,58798.9,58990.5,58835.85,458
2025-11-19,58800,59100,58700,400,58952.75,58688.55,264.1999999999971,True,False,False,False,59264.25,58688.55,58908.15,59207.95,433
2025-11-20,59300,59400,59100,300,59326.65,59125.25,201.40000000000146,True,False,False,False,59440.1,59125.25,59308.2,59343.9,442
2025-11-21,59000,59200,58900,300,59232.15,58958.5,273.65000000000146,False,True,False,False,59232.15,58823.65,59116.7,58851.85,462
2025-11-24,59200,59300,59000,300,59133.25,58891.8,241.4499999999971,True,True,True,False,59309.9,58649.5,58996.9,58731.05,461
2025-11-25,58900,59100,58800,300,59051.4,58746.2,305.20000000000437,True,False,True,False,59166.15,58746.2,58925.65,58810.8,479
2025-11-26,59400,59600,59400,200,59497.75,58783.05,714.6999999999971,True,False,False,False,59554.95,58783.05,58783.05,59527.15,437
2025-11-27,59700,59800,59600,200,59804.65,59549.45,255.20000000000437,True,True,True,True,59866.6,59523.0,59605.3,59764.15,445
2025-11-28,59700,59900,59700,200,59784.9,59598.95,185.95000000000437,True,False,True,False,59897.5,59598.95,59758.7,59730.3,438
2025-12-01,59700,60100,59600,500,60114.05,59888.35,225.70000000000437,True,True,True,False,60114.3,59527.6,60102.05,59697.15,475
2025-12-02,59500,59600,59400,200,59576.5,59304.25,272.25,True,True,True,True,59656.55,59251.95,59354.2,59347.1,454
2025-12-03,59000,59200,59000,200,59356.75,59004.2,352.5500000000029,True,True,True,True,59414.9,58925.7,59158.7,59333.15,490
2025-12-04,59200,59400,59100,300,59414.55,59180.35,234.20000000000437,True,True,True,True,59548.7,59062.15,59287.1,59272.7,462
2025-12-05,59700,59800,59500,300,59658.65,59106.55,552.0999999999985,True,False,False,False,59806.6,59106.55,59133.2,59735.8,490
2025-12-08,59500,59600,59100,500,59713.15,59462.45,250.70000000000437,False,True,False,False,59713.15,59030.6,59672.05,59147.3,475
2025-12-09,59200,59300,59000,300,59103.45,58878.45,225.0,True,False,False,False,59358.25,58878.45,58918.85,59212.1,477
2025-12-10,58900,59400,58900,500,59440.9,59185.55,255.34999999999854,False,True,False,False,59440.9,58853.9,59281.55,58938.3,464
2025-12-11,59200,59400,59100,300,59117.25,58799.9,317.34999999999854,True,False,False,False,59423.35,58799.9,58966.2,59204.6,472
2025-12-12,59300,59500,59300,200,59545.7,59337.8,207.89999999999418,False,True,False,True,59545.7,59224.85,59401.5,59396.8,460
2025-12-15,59400,59500,59200,300,59357.3,59052.3,305.0,True,False,False,False,59533.0,59052.3,59053.7,59444.7,439
2025-12-16,59000,59200,59000,200,59335.25,59041.1,294.15000000000146,False,True,False,False,59335.25,58966.35,59288.75,59010.6,469
2025-12-17,58900,59000,58800,200,59127.2,58893.95,233.25,False,True,False,True,59127.2,58801.4,59072.8,58961.5,446
2025-12-18,59100,59200,58900,300,59003.8,58712.7,291.1000000000058,True,False,True,False,59211.0,58712.7,58712.7,58905.25,444
2025-12-19,59000,59100,58900,200,59134.75,58947.0,187.75,True,True,True,True,59140.55,58897.5,59047.4,59046.8,458
2025-12-22,59200,59400,59200,200,59371.2,59155.5,215.6999999999971,False,False,False,False,59371.2,59155.5,59224.75,59284.1,467
2025-12-23,59300,59400,59200,200,59402.35,59216.75,185.59999999999854,False,False,False,False,59402.35,59216.75,59334.35,59276.55,460
2025-12-24,59300,59500,59200,300,59478.15,59251.65,226.5,False,True,False,False,59478.15,59118.25,59322.95,59135.4,476
2025-12-26,59000,59200,59000,200,59180.65,59072.45,108.20000000000437,False,True,False,False,59180.65,58947.05,59092.85,58994.45,440
2025-12-29,58800,59000,58800,200,59140.4,58916.65,223.75,False,True,False,True,59140.4,58809.55,59007.05,58953.95,406
2025-12-30,58900,59100,58800,300,58964.35,58737.6,226.75,True,False,False,False,59272.7,58737.6,58885.95,59253.95,461
2025-12-31,59700,59800,59300,500,59414.05,59187.1,226.95000000000437,True,False,False,False,59766.2,59187.1,59194.6,59619.35,463
2026-01-01,59600,59800,59600,200,59720.0,59569.65,150.34999999999854,True,False,True,False,59743.2,59569.65,59674.8,59707.55,477
2026-01-02,60000,60200,60000,200,60062.75,59738.25,324.5,True,False,False,False,60203.75,59738.25,59757.4,60174.75,519
2026-01-05,60200,60400,60000,400,60437.35,60122.35,315.0,False,True,False,False,60437.35,59859.8,60360.4,60055.5,472
2026-01-06,60100,60300,60100,200,60303.15,59834.3,468.84999999999854,True,False,True,False,60305.0,59834.3,59957.8,60095.8,460
2026-01-07,59900,60000,59800,200,60052.85,59861.35,191.5,True,True,True,True,60065.4,59760.65,60039.7,59976.85,464
2026-01-08,59700,60000,59600,400,60112.85,59777.6,335.25,False,True,False,False,60112.85,59564.8,59893.15,59676.7,454
2026-01-09,59200,59500,59200,300,59739.65,59409.05,330.59999999999854,False,True,False,False,59739.65,59154.2,59558.15,59269.35,478
2026-01-12,59400,59500,58900,600,59322.15,58982.75,339.40000000000146,True,True,False,True,59541.1,58864.2,59217.25,59534.05,476
2026-01-13,59500,59700,59400,300,59767.55,59463.75,303.8000000000029,False,True,False,True,59767.55,59312.05,59767.55,59542.35,486
2026-01-14,59600,59700,59500,200,59667.3,59324.2,343.1000000000058,True,False,True,False,59796.65,59324.2,59330.35,59575.8,486
2026-01-16,60000,60100,59900,200,60026.7,59510.5,516.1999999999971,True,False,False,False,60235.15,59510.5,59590.35,60110.5,466
2026-01-19,59800,59900,59700,200,60107.5,59594.6,512.9000000000015,False,False,False,False,60107.5,59594.6,60093.3,59829.9,481
2026-01-20,59600,59800,59500,300,59993.5,59621.95,371.5500000000029,False,True,False,False,59993.5,59283.95,59851.4,59372.3,503
2026-01-21,58800,59200,58500,700,59447.35,58970.3,477.04999999999563,False,True,False,False,59447.35,58278.6,59142.0,58741.2,532
2026-01-22,59000,59300,58900,400,59573.1,59087.3,485.79999999999563,False,True,False,True,59573.1,58823.05,59194.25,59257.55,521
2026-01-23,59100,59200,58500,700,59400.15,59027.1,373.0500000000029,False,True,False,False,59400.15,58346.25,59305.15,58501.1,499
2026-01-27,58700,58800,58500,300,58701.1,58121.6,579.5,True,False,False,False,59436.8,58121.6,58366.05,59348.25,521
2026-01-28,59500,59700,59400,300,59659.15,59401.9,257.25,True,True,True,True,59699.9,59240.1,59575.65,59574.8,523
2026-01-29,59900,60000,59500,500,59604.8,59339.0,265.8000000000029,True,False,False,False,60060.7,59339.0,59416.25,59980.4,472
2026-01-30,59700,59900,59700,200,59895.5,59535.4,360.09999999999854,True,True,True,True,59906.9,59501.8,59542.25,59577.6,471
2026-02-01,58800,59800,58700,1100,59638.7,59390.5,248.1999999999971,True,True,True,False,59865.7,57783.2,59607.65,58353.75,589
2026-02-02,58200,58400,58000,400,58519.95,57916.2,603.75,True,True,False,True,58687.05,57829.85,58239.3,58602.5,518
2026-02-03,60100,60200,60000,200,61764.85,59793.2,1971.6500000000015,False,False,False,False,61764.85,59793.2,61411.2,59986.7,482
2026-02-04,60200,60300,60100,200,60327.1,59891.75,435.34999999999854,True,False,True,False,60389.4,59891.75,60163.35,60148.1,453
2026-02-05,60000,60100,59900,200,60328.3,60064.0,264.3000000000029,False,True,False,False,60328.3,59881.05,60315.35,60055.25,462
2026-02-06,59900,60000,59700,300,60119.95,59873.45,246.5,True,True,True,True,60149.9,59644.55,59967.1,60112.8,486
2026-02-09,60600,60700,60500,200,60876.2,60495.7,380.5,False,False,False,False,60876.2,60495.7,60805.2,60666.8,454
2026-02-10,60700,60800,60600,200,60760.6,60597.95,162.65000000000146,True,True,True,False,60797.55,60531.55,60740.8,60568.25,423
2026-02-11,60600,60800,60600,200,60727.1,60444.65,282.4499999999971,True,False,False,False,60779.95,60444.65,60670.25,60743.95,454
