underlying,expiry,option_type,direction,spot_vs_ema,target,entry_time,entry_price,return_pct,exit_reason,max_possible_return_pct
BEL,2025-12-30,PE,bearish,below,75,2025-11-13 08:45:00+00:00,7.6,75,target_75pct,284.2105
BEL,2025-12-30,PE,bearish,below,20,2025-11-21 05:15:00+00:00,7.8,20,target_20pct,274.359
BEL,2025-12-30,PE,bearish,below,30,2025-11-21 05:15:00+00:00,7.8,30,target_30pct,274.359
BEL,2025-12-30,PE,bearish,below,50,2025-11-21 05:15:00+00:00,7.8,50,target_50pct,274.359
BEL,2025-12-30,PE,bearish,below,75,2025-11-21 05:15:00+00:00,7.8,75,target_75pct,274.359
BEL,2025-12-30,PE,bearish,below,20,2025-11-28 07:15:00+00:00,9.19,20,target_20pct,217.7367
BEL,2025-12-30,PE,bearish,below,30,2025-11-28 07:15:00+00:00,9.19,30,target_30pct,217.7367
BEL,2025-12-30,PE,bearish,below,50,2025-11-28 07:15:00+00:00,9.19,50,target_50pct,217.7367
BEL,2025-12-30,PE,bearish,below,75,2025-11-28 07:15:00+00:00,9.19,75,target_75pct,217.7367
BEL,2025-12-30,PE,bearish,below,20,2025-12-08 03:45:00+00:00,13.95,20,target_20pct,109.319
BEL,2025-12-30,PE,bearish,below,30,2025-12-08 03:45:00+00:00,13.95,30,target_30pct,109.319
BEL,2025-12-30,PE,bearish,below,50,2025-12-08 03:45:00+00:00,13.95,50,target_50pct,109.319
BEL,2025-12-30,PE,bearish,below,75,2025-12-08 03:45:00+00:00,13.95,75,target_75pct,109.319
BEL,2025-12-30,PE,bearish,below,20,2025-12-11 09:15:00+00:00,23.1,20,target_20pct,25.1082
BEL,2025-12-30,PE,bearish,below,30,2025-12-11 09:15:00+00:00,23.1,-54.329,stop_loss,25.1082
BEL,2025-12-30,PE,bearish,below,50,2025-12-11 09:15:00+00:00,23.1,-54.329,stop_loss,25.1082
BEL,2025-12-30,PE,bearish,below,75,2025-12-11 09:15:00+00:00,23.1,-54.329,stop_loss,25.1082
BEL,2025-12-30,PE,bearish,below,20,2025-12-26 09:45:00+00:00,12.0,20,target_20pct,67.5
BEL,2025-12-30,PE,bearish,below,30,2025-12-26 09:45:00+00:00,12.0,30,target_30pct,67.5
BEL,2025-12-30,PE,bearish,below,50,2025-12-26 09:45:00+00:00,12.0,50,target_50pct,67.5
BEL,2025-12-30,PE,bearish,below,75,2025-12-26 09:45:00+00:00,12.0,30.0,hold_to_end,67.5
BEL,2026-01-27,PE,bearish,below,20,2025-11-28 07:45:00+00:00,8.1,20,target_20pct,185.8025
BEL,2026-01-27,PE,bearish,below,30,2025-11-28 07:45:00+00:00,8.1,30,target_30pct,185.8025
BEL,2026-01-27,PE,bearish,below,50,2025-11-28 07:45:00+00:00,8.1,50,target_50pct,185.8025
BEL,2026-01-27,PE,bearish,below,75,2025-11-28 07:45:00+00:00,8.1,75,target_75pct,185.8025
BEL,2026-01-27,PE,bearish,below,20,2025-12-08 03:45:00+00:00,11.2,20,target_20pct,106.6964
BEL,2026-01-27,PE,bearish,below,30,2025-12-08 03:45:00+00:00,11.2,30,target_30pct,106.6964
BEL,2026-01-27,PE,bearish,below,50,2025-12-08 03:45:00+00:00,11.2,50,target_50pct,106.6964
BEL,2026-01-27,PE,bearish,below,75,2025-12-08 03:45:00+00:00,11.2,75,target_75pct,106.6964
BEL,2026-01-27,PE,bearish,below,20,2025-12-16 04:15:00+00:00,18.9,-52.1164,stop_loss,10.8466
BEL,2026-01-27,PE,bearish,below,30,2025-12-16 04:15:00+00:00,18.9,-52.1164,stop_loss,10.8466
BEL,2026-01-27,PE,bearish,below,50,2025-12-16 04:15:00+00:00,18.9,-52.1164,stop_loss,10.8466
BEL,2026-01-27,PE,bearish,below,75,2025-12-16 04:15:00+00:00,18.9,-52.1164,stop_loss,10.8466
BEL,2026-01-27,PE,bearish,below,20,2025-12-26 08:45:00+00:00,10.2,20,target_20pct,46.5686
BEL,2026-01-27,PE,bearish,below,30,2025-12-26 08:45:00+00:00,10.2,30,target_30pct,46.5686
BEL,2026-01-27,PE,bearish,below,50,2025-12-26 08:45:00+00:00,10.2,-67.1569,stop_loss,46.5686
BEL,2026-01-27,PE,bearish,below,75,2025-12-26 08:45:00+00:00,10.2,-67.1569,stop_loss,46.5686
BEL,2026-01-27,PE,bearish,below,20,2026-01-12 03:45:00+00:00,3.7,20,target_20pct,85.1351
BEL,2026-01-27,PE,bearish,below,30,2026-01-12 03:45:00+00:00,3.7,-56.7568,stop_loss,85.1351
BEL,2026-01-27,PE,bearish,below,50,2026-01-12 03:45:00+00:00,3.7,-56.7568,stop_loss,85.1351
BEL,2026-01-27,PE,bearish,below,75,2026-01-12 03:45:00+00:00,3.7,-56.7568,stop_loss,85.1351
BEL,2026-01-27,PE,bearish,below,20,2026-01-13 06:45:00+00:00,3.9,20,target_20pct,75.641
BEL,2026-01-27,PE,bearish,below,30,2026-01-13 06:45:00+00:00,3.9,-50.0,stop_loss,75.641
BEL,2026-01-27,PE,bearish,below,50,2026-01-13 06:45:00+00:00,3.9,-50.0,stop_loss,75.641
BEL,2026-01-27,PE,bearish,below,75,2026-01-13 06:45:00+00:00,3.9,-50.0,stop_loss,75.641
BEL,2026-01-27,PE,bearish,below,20,2026-01-16 06:45:00+00:00,3.2,20,target_20pct,114.0625
BEL,2026-01-27,PE,bearish,below,30,2026-01-16 06:45:00+00:00,3.2,30,target_30pct,114.0625
BEL,2026-01-27,PE,bearish,below,50,2026-01-16 06:45:00+00:00,3.2,-50.0,stop_loss,114.0625
BEL,2026-01-27,PE,bearish,below,75,2026-01-16 06:45:00+00:00,3.2,-50.0,stop_loss,114.0625
BEL,2026-01-27,PE,bearish,below,20,2026-01-21 03:45:00+00:00,3.95,20,target_20pct,73.4177
BEL,2026-01-27,PE,bearish,below,30,2026-01-21 03:45:00+00:00,3.95,30,target_30pct,73.4177
BEL,2026-01-27,PE,bearish,below,50,2026-01-21 03:45:00+00:00,3.95,50,target_50pct,73.4177
BEL,2026-01-27,PE,bearish,below,75,2026-01-21 03:45:00+00:00,3.95,-56.962,stop_loss,73.4177
BEL,2026-02-24,CE,bullish,above,20,2025-12-22 06:45:00+00:00,7.75,20,target_20pct,508.3871
BEL,2026-02-24,CE,bullish,above,30,2025-12-22 06:45:00+00:00,7.75,30,target_30pct,508.3871
BEL,2026-02-24,CE,bullish,above,50,2025-12-22 06:45:00+00:00,7.75,50,target_50pct,508.3871
BEL,2026-02-24,CE,bullish,above,75,2025-12-22 06:45:00+00:00,7.75,75,target_75pct,508.3871
BEL,2026-02-24,CE,bullish,above,20,2025-12-31 06:15:00+00:00,9.0,20,target_20pct,423.8889
BEL,2026-02-24,CE,bullish,above,30,2025-12-31 06:15:00+00:00,9.0,30,target_30pct,423.8889
BEL,2026-02-24,CE,bullish,above,50,2025-12-31 06:15:00+00:00,9.0,50,target_50pct,423.8889
BEL,2026-02-24,CE,bullish,above,75,2025-12-31 06:15:00+00:00,9.0,75,target_75pct,423.8889
BEL,2026-02-24,CE,bullish,above,20,2026-01-12 09:45:00+00:00,17.5,20,target_20pct,169.4286
BEL,2026-02-24,CE,bullish,above,30,2026-01-12 09:45:00+00:00,17.5,30,target_30pct,169.4286
BEL,2026-02-24,CE,bullish,above,50,2026-01-12 09:45:00+00:00,17.5,50,target_50pct,169.4286
BEL,2026-02-24,CE,bullish,above,75,2026-01-12 09:45:00+00:00,17.5,75,target_75pct,169.4286
BEL,2026-02-24,CE,bullish,above,20,2026-02-03 06:15:00+00:00,26.4,20,target_20pct,25.3788
BEL,2026-02-24,CE,bullish,above,30,2026-02-03 06:15:00+00:00,26.4,-54.5455,stop_loss,25.3788
BEL,2026-02-24,CE,bullish,above,50,2026-02-03 06:15:00+00:00,26.4,-54.5455,stop_loss,25.3788
BEL,2026-02-24,CE,bullish,above,75,2026-02-03 06:15:00+00:00,26.4,-54.5455,stop_loss,25.3788
BHARATFORG,2025-04-24,CE,bullish,below,20,2025-03-24 04:15:00+00:00,70.0,-50.0,stop_loss,10.0
BHARATFORG,2025-04-24,CE,bullish,below,30,2025-03-24 04:15:00+00:00,70.0,-50.0,stop_loss,10.0
BHARATFORG,2025-04-24,CE,bullish,below,50,2025-03-24 04:15:00+00:00,70.0,-50.0,stop_loss,10.0
BHARATFORG,2025-04-24,CE,bullish,below,75,2025-03-24 04:15:00+00:00,70.0,-50.0,stop_loss,10.0
BHARATFORG,2025-04-24,CE,bullish,below,20,2025-04-02 06:15:00+00:00,34.6,-71.8208,stop_loss,6.9364
BHARATFORG,2025-04-24,CE,bullish,below,30,2025-04-02 06:15:00+00:00,34.6,-71.8208,stop_loss,6.9364
BHARATFORG,2025-04-24,CE,bullish,below,50,2025-04-02 06:15:00+00:00,34.6,-71.8208,stop_loss,6.9364
BHARATFORG,2025-04-24,CE,bullish,below,75,2025-04-02 06:15:00+00:00,34.6,-71.8208,stop_loss,6.9364
BHARATFORG,2025-04-24,CE,bullish,below,20,2025-04-09 09:18:00+00:00,2.0,20,target_20pct,220.0
BHARATFORG,2025-04-24,CE,bullish,below,30,2025-04-09 09:18:00+00:00,2.0,30,target_30pct,220.0
BHARATFORG,2025-04-24,CE,bullish,below,50,2025-04-09 09:18:00+00:00,2.0,50,target_50pct,220.0
BHARATFORG,2025-04-24,CE,bullish,below,75,2025-04-09 09:18:00+00:00,2.0,75,target_75pct,220.0
BHARATFORG,2025-04-24,CE,bullish,below,20,2025-04-11 07:45:00+00:00,2.2,20,target_20pct,190.9091
BHARATFORG,2025-04-24,CE,bullish,below,30,2025-04-11 07:45:00+00:00,2.2,30,target_30pct,190.9091
BHARATFORG,2025-04-24,CE,bullish,below,50,2025-04-11 07:45:00+00:00,2.2,50,target_50pct,190.9091
BHARATFORG,2025-04-24,CE,bullish,below,75,2025-04-11 07:45:00+00:00,2.2,75,target_75pct,190.9091
BHARATFORG,2025-04-24,CE,bullish,below,20,2025-04-17 09:23:00+00:00,2.2,20,target_20pct,129.5455
BHARATFORG,2025-04-24,CE,bullish,below,30,2025-04-17 09:23:00+00:00,2.2,30,target_30pct,129.5455
BHARATFORG,2025-04-24,CE,bullish,below,50,2025-04-17 09:23:00+00:00,2.2,50,target_50pct,129.5455
BHARATFORG,2025-04-24,CE,bullish,below,75,2025-04-17 09:23:00+00:00,2.2,-50.0,stop_loss,129.5455
BHARATFORG,2025-04-24,CE,bullish,below,20,2025-04-22 07:45:00+00:00,2.29,20,target_20pct,120.524
BHARATFORG,2025-04-24,CE,bullish,below,30,2025-04-22 07:45:00+00:00,2.29,30,target_30pct,120.524
BHARATFORG,2025-04-24,CE,bullish,below,50,2025-04-22 07:45:00+00:00,2.29,-51.9651,stop_loss,120.524
BHARATFORG,2025-04-24,CE,bullish,below,75,2025-04-22 07:45:00+00:00,2.29,-51.9651,stop_loss,120.524
BHARATFORG,2025-04-24,CE,bullish,below,20,2025-04-23 03:48:00+00:00,2.4,-54.1667,stop_loss,110.4167
BHARATFORG,2025-04-24,CE,bullish,below,30,2025-04-23 03:48:00+00:00,2.4,-54.1667,stop_loss,110.4167
BHARATFORG,2025-04-24,CE,bullish,below,50,2025-04-23 03:48:00+00:00,2.4,-54.1667,stop_loss,110.4167
BHARATFORG,2025-04-24,CE,bullish,below,75,2025-04-23 03:48:00+00:00,2.4,-54.1667,stop_loss,110.4167
BHARATFORG,2025-04-24,CE,bullish,below,20,2025-04-23 08:15:00+00:00,3.0,20,target_20pct,68.3333
