underlying,expiry,option_type,direction,spot_vs_ema,target,entry_time,entry_price,return_pct,exit_reason,max_possible_return_pct
KPITTECH,2025-10-28,PE,bearish,below,50,2025-10-09 04:15:00+00:00,21.2,-50.9434,stop_loss,3.5377
KPITTECH,2025-10-28,PE,bearish,below,75,2025-10-09 04:15:00+00:00,21.2,-50.9434,stop_loss,3.5377
KPITTECH,2025-10-28,PE,bearish,below,20,2025-10-17 07:15:00+00:00,17.15,-81.0496,stop_loss,8.1633
KPITTECH,2025-10-28,PE,bearish,below,30,2025-10-17 07:15:00+00:00,17.15,-81.0496,stop_loss,8.1633
KPITTECH,2025-10-28,PE,bearish,below,50,2025-10-17 07:15:00+00:00,17.15,-81.0496,stop_loss,8.1633
KPITTECH,2025-10-28,PE,bearish,below,75,2025-10-17 07:15:00+00:00,17.15,-81.0496,stop_loss,8.1633
KPITTECH,2025-11-25,CE,bullish,above,20,2025-10-27 03:45:00+00:00,50.2,20,target_20pct,50.498
KPITTECH,2025-11-25,CE,bullish,above,30,2025-10-27 03:45:00+00:00,50.2,30,target_30pct,50.498
KPITTECH,2025-11-25,CE,bullish,above,50,2025-10-27 03:45:00+00:00,50.2,-56.1753,stop_loss,50.498
KPITTECH,2025-11-25,CE,bullish,above,75,2025-10-27 03:45:00+00:00,50.2,-56.1753,stop_loss,50.498
KPITTECH,2025-11-25,CE,bullish,above,20,2025-11-10 04:45:00+00:00,34.65,20,target_20pct,118.0375
KPITTECH,2025-11-25,CE,bullish,above,30,2025-11-10 04:45:00+00:00,34.65,30,target_30pct,118.0375
KPITTECH,2025-11-25,CE,bullish,above,50,2025-11-10 04:45:00+00:00,34.65,50,target_50pct,118.0375
KPITTECH,2025-11-25,CE,bullish,above,75,2025-11-10 04:45:00+00:00,34.65,75,target_75pct,118.0375
KPITTECH,2025-11-25,CE,bullish,above,20,2025-11-20 05:15:00+00:00,41.45,-67.7925,stop_loss,5.6695
KPITTECH,2025-11-25,CE,bullish,above,30,2025-11-20 05:15:00+00:00,41.45,-67.7925,stop_loss,5.6695
KPITTECH,2025-11-25,CE,bullish,above,50,2025-11-20 05:15:00+00:00,41.45,-67.7925,stop_loss,5.6695
KPITTECH,2025-11-25,CE,bullish,above,75,2025-11-20 05:15:00+00:00,41.45,-67.7925,stop_loss,5.6695
KPITTECH,2025-12-30,PE,bearish,below,20,2025-11-20 09:15:00+00:00,34.65,20,target_20pct,39.1053
KPITTECH,2025-12-30,PE,bearish,below,30,2025-11-20 09:15:00+00:00,34.65,30,target_30pct,39.1053
KPITTECH,2025-12-30,PE,bearish,below,50,2025-11-20 09:15:00+00:00,34.65,-51.6595,stop_loss,39.1053
KPITTECH,2025-12-30,PE,bearish,below,75,2025-11-20 09:15:00+00:00,34.65,-51.6595,stop_loss,39.1053
KPITTECH,2025-12-30,PE,bearish,below,20,2025-11-25 07:45:00+00:00,38.65,-53.1695,stop_loss,4.7865
KPITTECH,2025-12-30,PE,bearish,below,30,2025-11-25 07:45:00+00:00,38.65,-53.1695,stop_loss,4.7865
KPITTECH,2025-12-30,PE,bearish,below,50,2025-11-25 07:45:00+00:00,38.65,-53.1695,stop_loss,4.7865
KPITTECH,2025-12-30,PE,bearish,below,75,2025-11-25 07:45:00+00:00,38.65,-53.1695,stop_loss,4.7865
KPITTECH,2025-12-30,PE,bearish,below,20,2025-12-08 05:45:00+00:00,7.75,20,target_20pct,390.3226
KPITTECH,2025-12-30,PE,bearish,below,30,2025-12-08 05:45:00+00:00,7.75,30,target_30pct,390.3226
KPITTECH,2025-12-30,PE,bearish,below,50,2025-12-08 05:45:00+00:00,7.75,50,target_50pct,390.3226
KPITTECH,2025-12-30,PE,bearish,below,75,2025-12-08 05:45:00+00:00,7.75,75,target_75pct,390.3226
KPITTECH,2025-12-30,PE,bearish,below,20,2025-12-15 09:15:00+00:00,14.4,20,target_20pct,163.8889
KPITTECH,2025-12-30,PE,bearish,below,30,2025-12-15 09:15:00+00:00,14.4,30,target_30pct,163.8889
KPITTECH,2025-12-30,PE,bearish,below,50,2025-12-15 09:15:00+00:00,14.4,50,target_50pct,163.8889
KPITTECH,2025-12-30,PE,bearish,below,75,2025-12-15 09:15:00+00:00,14.4,75,target_75pct,163.8889
KPITTECH,2025-12-30,PE,bearish,below,20,2025-12-29 08:45:00+00:00,1.95,20,target_20pct,900.0
KPITTECH,2025-12-30,PE,bearish,below,30,2025-12-29 08:45:00+00:00,1.95,30,target_30pct,900.0
KPITTECH,2025-12-30,PE,bearish,below,50,2025-12-29 08:45:00+00:00,1.95,50,target_50pct,900.0
KPITTECH,2025-12-30,PE,bearish,below,75,2025-12-29 08:45:00+00:00,1.95,75,target_75pct,900.0
KPITTECH,2026-01-27,PE,bearish,below,20,2026-01-12 04:45:00+00:00,34.9,-54.298,stop_loss,100.5731
KPITTECH,2026-01-27,PE,bearish,below,30,2026-01-12 04:45:00+00:00,34.9,-54.298,stop_loss,100.5731
KPITTECH,2026-01-27,PE,bearish,below,50,2026-01-12 04:45:00+00:00,34.9,-54.298,stop_loss,100.5731
KPITTECH,2026-01-27,PE,bearish,below,75,2026-01-12 04:45:00+00:00,34.9,-54.298,stop_loss,100.5731
KPITTECH,2026-01-27,PE,bearish,below,20,2026-01-19 04:45:00+00:00,31.45,20,target_20pct,122.5755
KPITTECH,2026-01-27,PE,bearish,below,30,2026-01-19 04:45:00+00:00,31.45,30,target_30pct,122.5755
KPITTECH,2026-01-27,PE,bearish,below,50,2026-01-19 04:45:00+00:00,31.45,50,target_50pct,122.5755
KPITTECH,2026-01-27,PE,bearish,below,75,2026-01-19 04:45:00+00:00,31.45,75,target_75pct,122.5755
KPITTECH,2026-02-24,PE,bearish,below,20,2026-01-23 09:45:00+00:00,52.95,20,target_20pct,485.458
KPITTECH,2026-02-24,PE,bearish,below,30,2026-01-23 09:45:00+00:00,52.95,30,target_30pct,485.458
KPITTECH,2026-02-24,PE,bearish,below,50,2026-01-23 09:45:00+00:00,52.95,50,target_50pct,485.458
KPITTECH,2026-02-24,PE,bearish,below,75,2026-01-23 09:45:00+00:00,52.95,75,target_75pct,485.458
LAURUSLABS,2025-04-24,CE,bullish,below,20,2025-03-19 05:15:00+00:00,23.25,20,target_20pct,102.5806
LAURUSLABS,2025-04-24,CE,bullish,below,30,2025-03-19 05:15:00+00:00,23.25,30,target_30pct,102.5806
LAURUSLABS,2025-04-24,CE,bullish,below,50,2025-03-19 05:15:00+00:00,23.25,50,target_50pct,102.5806
LAURUSLABS,2025-04-24,CE,bullish,below,75,2025-03-19 05:15:00+00:00,23.25,75,target_75pct,102.5806
LAURUSLABS,2025-04-24,CE,bullish,below,20,2025-03-26 06:45:00+00:00,33.2,20,target_20pct,41.8675
LAURUSLABS,2025-04-24,CE,bullish,below,30,2025-03-26 06:45:00+00:00,33.2,-60.0904,stop_loss,41.8675
LAURUSLABS,2025-04-24,CE,bullish,below,50,2025-03-26 06:45:00+00:00,33.2,-60.0904,stop_loss,41.8675
LAURUSLABS,2025-04-24,CE,bullish,below,75,2025-03-26 06:45:00+00:00,33.2,-60.0904,stop_loss,41.8675
LAURUSLABS,2025-04-24,CE,bullish,below,20,2025-04-08 05:45:00+00:00,10.55,20,target_20pct,346.4455
LAURUSLABS,2025-04-24,CE,bullish,below,30,2025-04-08 05:45:00+00:00,10.55,30,target_30pct,346.4455
LAURUSLABS,2025-04-24,CE,bullish,below,50,2025-04-08 05:45:00+00:00,10.55,50,target_50pct,346.4455
LAURUSLABS,2025-04-24,CE,bullish,below,75,2025-04-08 05:45:00+00:00,10.55,75,target_75pct,346.4455
LAURUSLABS,2025-04-24,CE,bullish,below,20,2025-04-09 08:15:00+00:00,10.15,20,target_20pct,364.0394
LAURUSLABS,2025-04-24,CE,bullish,below,30,2025-04-09 08:15:00+00:00,10.15,30,target_30pct,364.0394
LAURUSLABS,2025-04-24,CE,bullish,below,50,2025-04-09 08:15:00+00:00,10.15,50,target_50pct,364.0394
LAURUSLABS,2025-04-24,CE,bullish,below,75,2025-04-09 08:15:00+00:00,10.15,75,target_75pct,364.0394
LAURUSLABS,2025-04-24,CE,bullish,below,20,2025-04-16 09:45:00+00:00,25.35,20,target_20pct,85.7988
LAURUSLABS,2025-04-24,CE,bullish,below,30,2025-04-16 09:45:00+00:00,25.35,30,target_30pct,85.7988
LAURUSLABS,2025-04-24,CE,bullish,below,50,2025-04-16 09:45:00+00:00,25.35,50,target_50pct,85.7988
LAURUSLABS,2025-04-24,CE,bullish,below,75,2025-04-16 09:45:00+00:00,25.35,75,target_75pct,85.7988
LAURUSLABS,2025-04-24,CE,bullish,below,20,2025-04-23 06:15:00+00:00,44.5,-25.8427,hold_to_end,2.2472
LAURUSLABS,2025-04-24,CE,bullish,below,30,2025-04-23 06:15:00+00:00,44.5,-25.8427,hold_to_end,2.2472
LAURUSLABS,2025-04-24,CE,bullish,below,50,2025-04-23 06:15:00+00:00,44.5,-25.8427,hold_to_end,2.2472
LAURUSLABS,2025-04-24,CE,bullish,below,75,2025-04-23 06:15:00+00:00,44.5,-25.8427,hold_to_end,2.2472
LAURUSLABS,2025-05-29,CE,bullish,above,20,2025-04-11 04:45:00+00:00,28.5,20,target_20pct,105.614
LAURUSLABS,2025-05-29,CE,bullish,above,30,2025-04-11 04:45:00+00:00,28.5,30,target_30pct,105.614
LAURUSLABS,2025-05-29,CE,bullish,above,50,2025-04-11 04:45:00+00:00,28.5,50,target_50pct,105.614
LAURUSLABS,2025-05-29,CE,bullish,above,75,2025-04-11 04:45:00+00:00,28.5,75,target_75pct,105.614
LAURUSLABS,2025-05-29,CE,bullish,above,20,2025-05-05 04:45:00+00:00,29.3,-53.7543,stop_loss,1.5358
LAURUSLABS,2025-05-29,CE,bullish,above,30,2025-05-05 04:45:00+00:00,29.3,-53.7543,stop_loss,1.5358
LAURUSLABS,2025-05-29,CE,bullish,above,50,2025-05-05 04:45:00+00:00,29.3,-53.7543,stop_loss,1.5358
LAURUSLABS,2025-05-29,CE,bullish,above,75,2025-05-05 04:45:00+00:00,29.3,-53.7543,stop_loss,1.5358
LAURUSLABS,2025-05-29,CE,bullish,above,20,2025-05-13 04:15:00+00:00,12.95,20,target_20pct,28.9575
LAURUSLABS,2025-05-29,CE,bullish,above,30,2025-05-13 04:15:00+00:00,12.95,-59.0734,stop_loss,28.9575
LAURUSLABS,2025-05-29,CE,bullish,above,50,2025-05-13 04:15:00+00:00,12.95,-59.0734,stop_loss,28.9575
LAURUSLABS,2025-05-29,CE,bullish,above,75,2025-05-13 04:15:00+00:00,12.95,-59.0734,stop_loss,28.9575
LAURUSLABS,2025-05-29,CE,bullish,above,20,2025-05-19 04:45:00+00:00,15.35,-50.4886,stop_loss,8.7948
LAURUSLABS,2025-05-29,CE,bullish,above,30,2025-05-19 04:45:00+00:00,15.35,-50.4886,stop_loss,8.7948
LAURUSLABS,2025-05-29,CE,bullish,above,50,2025-05-19 04:45:00+00:00,15.35,-50.4886,stop_loss,8.7948
LAURUSLABS,2025-05-29,CE,bullish,above,75,2025-05-19 04:45:00+00:00,15.35,-50.4886,stop_loss,8.7948
LAURUSLABS,2025-05-29,CE,bullish,above,20,2025-05-28 04:45:00+00:00,3.1,20,target_20pct,48.0645
LAURUSLABS,2025-05-29,CE,bullish,above,30,2025-05-28 04:45:00+00:00,3.1,30,target_30pct,48.0645
LAURUSLABS,2025-05-29,CE,bullish,above,50,2025-05-28 04:45:00+00:00,3.1,-51.6129,stop_loss,48.0645
LAURUSLABS,2025-05-29,CE,bullish,above,75,2025-05-28 04:45:00+00:00,3.1,-51.6129,stop_loss,48.0645
LAURUSLABS,2025-06-26,PE,bearish,below,20,2025-06-17 08:45:00+00:00,2.0,20,target_20pct,60.0
LAURUSLABS,2025-06-26,PE,bearish,below,30,2025-06-17 08:45:00+00:00,2.0,-50.0,stop_loss,60.0
LAURUSLABS,2025-06-26,PE,bearish,below,50,2025-06-17 08:45:00+00:00,2.0,-50.0,stop_loss,60.0
LAURUSLABS,2025-06-26,PE,bearish,below,75,2025-06-17 08:45:00+00:00,2.0,-50.0,stop_loss,60.0
LAURUSLABS,2025-06-26,PE,bearish,below,20,2025-06-19 07:15:00+00:00,1.5,-50.0,stop_loss,0.0
LAURUSLABS,2025-06-26,PE,bearish,below,30,2025-06-19 07:15:00+00:00,1.5,-50.0,stop_loss,0.0
LAURUSLABS,2025-06-26,PE,bearish,below,50,2025-06-19 07:15:00+00:00,1.5,-50.0,stop_loss,0.0
LAURUSLABS,2025-06-26,PE,bearish,below,75,2025-06-19 07:15:00+00:00,1.5,-50.0,stop_loss,0.0
LAURUSLABS,2025-07-31,CE,bullish,above,20,2025-06-23 06:15:00+00:00,19.85,20,target_20pct,1048.6146
LAURUSLABS,2025-07-31,CE,bullish,above,30,2025-06-23 06:15:00+00:00,19.85,30,target_30pct,1048.6146
LAURUSLABS,2025-07-31,CE,bullish,above,50,2025-06-23 06:15:00+00:00,19.85,50,target_50pct,1048.6146
LAURUSLABS,2025-07-31,CE,bullish,above,75,2025-06-23 06:15:00+00:00,19.85,75,target_75pct,1048.6146
LAURUSLABS,2025-07-31,CE,bullish,above,20,2025-07-08 08:15:00+00:00,95.2,20,target_20pct,139.4958
LAURUSLABS,2025-07-31,CE,bullish,above,30,2025-07-08 08:15:00+00:00,95.2,30,target_30pct,139.4958
LAURUSLABS,2025-07-31,CE,bullish,above,50,2025-07-08 08:15:00+00:00,95.2,50,target_50pct,139.4958
LAURUSLABS,2025-07-31,CE,bullish,above,75,2025-07-08 08:15:00+00:00,95.2,75,target_75pct,139.4958
LAURUSLABS,2025-07-31,CE,bullish,above,20,2025-07-24 04:15:00+00:00,150.0,20,target_20pct,52.0
LAURUSLABS,2025-07-31,CE,bullish,above,30,2025-07-24 04:15:00+00:00,150.0,30,target_30pct,52.0
LAURUSLABS,2025-07-31,CE,bullish,above,50,2025-07-24 04:15:00+00:00,150.0,50,target_50pct,52.0
LAURUSLABS,2025-07-31,CE,bullish,above,75,2025-07-24 04:15:00+00:00,150.0,32.3333,hold_to_end,52.0
LAURUSLABS,2025-08-28,CE,bullish,above,20,2025-08-13 03:45:00+00:00,9.95,20,target_20pct,192.4623
LAURUSLABS,2025-08-28,CE,bullish,above,30,2025-08-13 03:45:00+00:00,9.95,30,target_30pct,192.4623
LAURUSLABS,2025-08-28,CE,bullish,above,50,2025-08-13 03:45:00+00:00,9.95,50,target_50pct,192.4623
LAURUSLABS,2025-08-28,CE,bullish,above,75,2025-08-13 03:45:00+00:00,9.95,75,target_75pct,192.4623
LAURUSLABS,2025-08-28,CE,bullish,above,20,2025-08-21 07:15:00+00:00,21.7,20,target_20pct,31.7972
LAURUSLABS,2025-08-28,CE,bullish,above,30,2025-08-21 07:15:00+00:00,21.7,30,target_30pct,31.7972
LAURUSLABS,2025-08-28,CE,bullish,above,50,2025-08-21 07:15:00+00:00,21.7,-50.4608,stop_loss,31.7972
LAURUSLABS,2025-08-28,CE,bullish,above,75,2025-08-21 07:15:00+00:00,21.7,-50.4608,stop_loss,31.7972
LAURUSLABS,2025-09-30,PE,bearish,below,20,2025-08-06 05:15:00+00:00,43.85,20,target_20pct,29.1904
LAURUSLABS,2025-09-30,PE,bearish,below,30,2025-08-06 05:15:00+00:00,43.85,-50.3991,stop_loss,29.1904
LAURUSLABS,2025-09-30,PE,bearish,below,50,2025-08-06 05:15:00+00:00,43.85,-50.3991,stop_loss,29.1904
LAURUSLABS,2025-09-30,PE,bearish,below,75,2025-08-06 05:15:00+00:00,43.85,-50.3991,stop_loss,29.1904
LAURUSLABS,2025-09-30,PE,bearish,below,20,2025-08-25 07:45:00+00:00,21.0,20,target_20pct,85.4762
LAURUSLABS,2025-09-30,PE,bearish,below,30,2025-08-25 07:45:00+00:00,21.0,30,target_30pct,85.4762
LAURUSLABS,2025-09-30,PE,bearish,below,50,2025-08-25 07:45:00+00:00,21.0,-50.4762,stop_loss,85.4762
LAURUSLABS,2025-09-30,PE,bearish,below,75,2025-08-25 07:45:00+00:00,21.0,-50.4762,stop_loss,85.4762
LAURUSLABS,2025-09-30,PE,bearish,below,20,2025-08-29 08:45:00+00:00,25.05,-50.8982,stop_loss,55.489
LAURUSLABS,2025-09-30,PE,bearish,below,30,2025-08-29 08:45:00+00:00,25.05,-50.8982,stop_loss,55.489
LAURUSLABS,2025-09-30,PE,bearish,below,50,2025-08-29 08:45:00+00:00,25.05,-50.8982,stop_loss,55.489
LAURUSLABS,2025-09-30,PE,bearish,below,75,2025-08-29 08:45:00+00:00,25.05,-50.8982,stop_loss,55.489
LAURUSLABS,2025-09-30,PE,bearish,below,20,2025-09-23 05:15:00+00:00,2.85,-52.6316,stop_loss,1266.6667
LAURUSLABS,2025-09-30,PE,bearish,below,30,2025-09-23 05:15:00+00:00,2.85,-52.6316,stop_loss,1266.6667
LAURUSLABS,2025-09-30,PE,bearish,below,50,2025-09-23 05:15:00+00:00,2.85,-52.6316,stop_loss,1266.6667
LAURUSLABS,2025-09-30,PE,bearish,below,75,2025-09-23 05:15:00+00:00,2.85,-52.6316,stop_loss,1266.6667
LAURUSLABS,2025-09-30,PE,bearish,below,20,2025-09-26 03:45:00+00:00,8.8,20,target_20pct,342.6136
LAURUSLABS,2025-09-30,PE,bearish,below,30,2025-09-26 03:45:00+00:00,8.8,30,target_30pct,342.6136
LAURUSLABS,2025-09-30,PE,bearish,below,50,2025-09-26 03:45:00+00:00,8.8,50,target_50pct,342.6136
LAURUSLABS,2025-09-30,PE,bearish,below,75,2025-09-26 03:45:00+00:00,8.8,75,target_75pct,342.6136
LAURUSLABS,2025-10-28,CE,bullish,above,20,2025-10-01 07:15:00+00:00,32.15,20,target_20pct,186.1586
LAURUSLABS,2025-10-28,CE,bullish,above,30,2025-10-01 07:15:00+00:00,32.15,30,target_30pct,186.1586
LAURUSLABS,2025-10-28,CE,bullish,above,50,2025-10-01 07:15:00+00:00,32.15,50,target_50pct,186.1586
LAURUSLABS,2025-10-28,CE,bullish,above,75,2025-10-01 07:15:00+00:00,32.15,75,target_75pct,186.1586
LAURUSLABS,2025-10-28,CE,bullish,above,20,2025-10-09 08:15:00+00:00,28.95,20,target_20pct,217.7893
LAURUSLABS,2025-10-28,CE,bullish,above,30,2025-10-09 08:15:00+00:00,28.95,30,target_30pct,217.7893
LAURUSLABS,2025-10-28,CE,bullish,above,50,2025-10-09 08:15:00+00:00,28.95,50,target_50pct,217.7893
LAURUSLABS,2025-10-28,CE,bullish,above,75,2025-10-09 08:15:00+00:00,28.95,75,target_75pct,217.7893
LAURUSLABS,2025-10-28,CE,bullish,above,20,2025-10-14 08:45:00+00:00,34.95,20,target_20pct,163.2332
LAURUSLABS,2025-10-28,CE,bullish,above,30,2025-10-14 08:45:00+00:00,34.95,30,target_30pct,163.2332
LAURUSLABS,2025-10-28,CE,bullish,above,50,2025-10-14 08:45:00+00:00,34.95,50,target_50pct,163.2332
LAURUSLABS,2025-10-28,CE,bullish,above,75,2025-10-14 08:45:00+00:00,34.95,75,target_75pct,163.2332
LAURUSLABS,2025-10-28,CE,bullish,above,20,2025-10-27 03:45:00+00:00,77.65,18.4804,hold_to_end,18.4804
LAURUSLABS,2025-10-28,CE,bullish,above,30,2025-10-27 03:45:00+00:00,77.65,18.4804,hold_to_end,18.4804
LAURUSLABS,2025-10-28,CE,bullish,above,50,2025-10-27 03:45:00+00:00,77.65,18.4804,hold_to_end,18.4804
LAURUSLABS,2025-10-28,CE,bullish,above,75,2025-10-27 03:45:00+00:00,77.65,18.4804,hold_to_end,18.4804
LAURUSLABS,2025-11-25,CE,bullish,above,20,2025-10-30 07:15:00+00:00,32.55,20,target_20pct,128.8786
LAURUSLABS,2025-11-25,CE,bullish,above,30,2025-10-30 07:15:00+00:00,32.55,30,target_30pct,128.8786
LAURUSLABS,2025-11-25,CE,bullish,above,50,2025-10-30 07:15:00+00:00,32.55,50,target_50pct,128.8786
LAURUSLABS,2025-11-25,CE,bullish,above,75,2025-10-30 07:15:00+00:00,32.55,75,target_75pct,128.8786
LAURUSLABS,2025-11-25,CE,bullish,above,20,2025-11-10 03:45:00+00:00,46.5,20,target_20pct,60.2151
LAURUSLABS,2025-11-25,CE,bullish,above,30,2025-11-10 03:45:00+00:00,46.5,30,target_30pct,60.2151
LAURUSLABS,2025-11-25,CE,bullish,above,50,2025-11-10 03:45:00+00:00,46.5,50,target_50pct,60.2151
LAURUSLABS,2025-11-25,CE,bullish,above,75,2025-11-10 03:45:00+00:00,46.5,-57.2043,stop_loss,60.2151
LAURUSLABS,2025-12-30,CE,bullish,above,20,2025-11-27 03:45:00+00:00,46.0,20,target_20pct,150.0
LAURUSLABS,2025-12-30,CE,bullish,above,30,2025-11-27 03:45:00+00:00,46.0,30,target_30pct,150.0
LAURUSLABS,2025-12-30,CE,bullish,above,50,2025-11-27 03:45:00+00:00,46.0,50,target_50pct,150.0
LAURUSLABS,2025-12-30,CE,bullish,above,75,2025-11-27 03:45:00+00:00,46.0,75,target_75pct,150.0
LAURUSLABS,2025-12-30,CE,bullish,above,20,2025-12-05 07:15:00+00:00,57.5,20,target_20pct,100.0
LAURUSLABS,2025-12-30,CE,bullish,above,30,2025-12-05 07:15:00+00:00,57.5,30,target_30pct,100.0
LAURUSLABS,2025-12-30,CE,bullish,above,50,2025-12-05 07:15:00+00:00,57.5,50,target_50pct,100.0
LAURUSLABS,2025-12-30,CE,bullish,above,75,2025-12-05 07:15:00+00:00,57.5,75,target_75pct,100.0
LAURUSLABS,2026-01-27,CE,bullish,above,20,2025-12-30 08:15:00+00:00,44.15,20,target_20pct,60.9287
LAURUSLABS,2026-01-27,CE,bullish,above,30,2025-12-30 08:15:00+00:00,44.15,30,target_30pct,60.9287
LAURUSLABS,2026-01-27,CE,bullish,above,50,2025-12-30 08:15:00+00:00,44.15,50,target_50pct,60.9287
LAURUSLABS,2026-01-27,CE,bullish,above,75,2025-12-30 08:15:00+00:00,44.15,-54.3601,stop_loss,60.9287
LAURUSLABS,2026-01-27,CE,bullish,above,20,2026-01-06 04:45:00+00:00,53.95,20,target_20pct,31.696
LAURUSLABS,2026-01-27,CE,bullish,above,30,2026-01-06 04:45:00+00:00,53.95,30,target_30pct,31.696
LAURUSLABS,2026-01-27,CE,bullish,above,50,2026-01-06 04:45:00+00:00,53.95,-56.5338,stop_loss,31.696
LAURUSLABS,2026-01-27,CE,bullish,above,75,2026-01-06 04:45:00+00:00,53.95,-56.5338,stop_loss,31.696
LAURUSLABS,2026-01-27,CE,bullish,above,20,2026-01-14 04:45:00+00:00,36.0,-51.9444,stop_loss,16.1111
LAURUSLABS,2026-01-27,CE,bullish,above,30,2026-01-14 04:45:00+00:00,36.0,-51.9444,stop_loss,16.1111
LAURUSLABS,2026-01-27,CE,bullish,above,50,2026-01-14 04:45:00+00:00,36.0,-51.9444,stop_loss,16.1111
LAURUSLABS,2026-01-27,CE,bullish,above,75,2026-01-14 04:45:00+00:00,36.0,-51.9444,stop_loss,16.1111
LAURUSLABS,2026-02-24,PE,bearish,below,20,2026-01-19 07:45:00+00:00,22.3,20,target_20pct,258.7444
LAURUSLABS,2026-02-24,PE,bearish,below,30,2026-01-19 07:45:00+00:00,22.3,30,target_30pct,258.7444
LAURUSLABS,2026-02-24,PE,bearish,below,50,2026-01-19 07:45:00+00:00,22.3,50,target_50pct,258.7444
LAURUSLABS,2026-02-24,PE,bearish,below,75,2026-01-19 07:45:00+00:00,22.3,75,target_75pct,258.7444
LAURUSLABS,2026-02-24,PE,bearish,below,20,2026-01-27 07:45:00+00:00,37.2,20,target_20pct,115.0538
LAURUSLABS,2026-02-24,PE,bearish,below,30,2026-01-27 07:45:00+00:00,37.2,30,target_30pct,115.0538
LAURUSLABS,2026-02-24,PE,bearish,below,50,2026-01-27 07:45:00+00:00,37.2,50,target_50pct,115.0538
LAURUSLABS,2026-02-24,PE,bearish,below,75,2026-01-27 07:45:00+00:00,37.2,75,target_75pct,115.0538
LAURUSLABS,2026-02-24,PE,bearish,below,20,2026-02-05 05:15:00+00:00,49.5,20,target_20pct,28.6869
LAURUSLABS,2026-02-24,PE,bearish,below,30,2026-02-05 05:15:00+00:00,49.5,-55.5556,stop_loss,28.6869
LAURUSLABS,2026-02-24,PE,bearish,below,50,2026-02-05 05:15:00+00:00,49.5,-55.5556,stop_loss,28.6869
LAURUSLABS,2026-02-24,PE,bearish,below,75,2026-02-05 05:15:00+00:00,49.5,-55.5556,stop_loss,28.6869
LAURUSLABS,2026-02-24,PE,bearish,below,20,2026-02-11 03:45:00+00:00,40.0,-53.0,stop_loss,2.0
LAURUSLABS,2026-02-24,PE,bearish,below,30,2026-02-11 03:45:00+00:00,40.0,-53.0,stop_loss,2.0
LAURUSLABS,2026-02-24,PE,bearish,below,50,2026-02-11 03:45:00+00:00,40.0,-53.0,stop_loss,2.0
LAURUSLABS,2026-02-24,PE,bearish,below,75,2026-02-11 03:45:00+00:00,40.0,-53.0,stop_loss,2.0
LICHSGFIN,2025-04-24,CE,bullish,below,20,2025-03-27 09:16:00+00:00,19.55,-73.6573,stop_loss,145.5243
LICHSGFIN,2025-04-24,CE,bullish,below,30,2025-03-27 09:16:00+00:00,19.55,-73.6573,stop_loss,145.5243
LICHSGFIN,2025-04-24,CE,bullish,below,50,2025-03-27 09:16:00+00:00,19.55,-73.6573,stop_loss,145.5243
LICHSGFIN,2025-04-24,CE,bullish,below,75,2025-03-27 09:16:00+00:00,19.55,-73.6573,stop_loss,145.5243
LICHSGFIN,2025-04-24,CE,bullish,below,20,2025-04-07 09:46:00+00:00,12.05,20,target_20pct,298.3402
LICHSGFIN,2025-04-24,CE,bullish,below,30,2025-04-07 09:46:00+00:00,12.05,30,target_30pct,298.3402
LICHSGFIN,2025-04-24,CE,bullish,below,50,2025-04-07 09:46:00+00:00,12.05,50,target_50pct,298.3402
LICHSGFIN,2025-04-24,CE,bullish,below,75,2025-04-07 09:46:00+00:00,12.05,75,target_75pct,298.3402
LICHSGFIN,2025-04-24,CE,bullish,below,20,2025-04-09 06:46:00+00:00,17.2,20,target_20pct,179.0698
LICHSGFIN,2025-04-24,CE,bullish,below,30,2025-04-09 06:46:00+00:00,17.2,30,target_30pct,179.0698
LICHSGFIN,2025-04-24,CE,bullish,below,50,2025-04-09 06:46:00+00:00,17.2,50,target_50pct,179.0698
LICHSGFIN,2025-04-24,CE,bullish,below,75,2025-04-09 06:46:00+00:00,17.2,75,target_75pct,179.0698
LICHSGFIN,2025-04-24,CE,bullish,below,20,2025-04-16 09:45:00+00:00,30.4,20,target_20pct,57.8947
LICHSGFIN,2025-04-24,CE,bullish,below,30,2025-04-16 09:45:00+00:00,30.4,30,target_30pct,57.8947
LICHSGFIN,2025-04-24,CE,bullish,below,50,2025-04-16 09:45:00+00:00,30.4,50,target_50pct,57.8947
LICHSGFIN,2025-04-24,CE,bullish,below,75,2025-04-16 09:45:00+00:00,30.4,49.0132,hold_to_end,57.8947
LICHSGFIN,2025-04-24,CE,bullish,below,20,2025-04-21 22:00:00+00:00,42.75,5.9649,hold_to_end,12.2807
LICHSGFIN,2025-04-24,CE,bullish,below,30,2025-04-21 22:00:00+00:00,42.75,5.9649,hold_to_end,12.2807
LICHSGFIN,2025-04-24,CE,bullish,below,50,2025-04-21 22:00:00+00:00,42.75,5.9649,hold_to_end,12.2807
LICHSGFIN,2025-04-24,CE,bullish,below,75,2025-04-21 22:00:00+00:00,42.75,5.9649,hold_to_end,12.2807
LICHSGFIN,2025-05-29,CE,bullish,above,20,2025-04-15 04:15:00+00:00,21.7,20,target_20pct,98.8479
LICHSGFIN,2025-05-29,CE,bullish,above,30,2025-04-15 04:15:00+00:00,21.7,30,target_30pct,98.8479
