underlying,expiry,option_type,timeframe,target,entry_time,entry_price,exit_idx,exit_reason,return_pct,max_possible_return_pct
TATACONSUM,2025-06-26,CE,30m,30,2025-06-19 07:45:00+00:00,3.05,224,target_30pct,30,754.0984
TATACONSUM,2025-06-26,CE,30m,50,2025-06-19 07:45:00+00:00,3.05,228,target_50pct,50,754.0984
TATACONSUM,2025-06-26,CE,30m,75,2025-06-19 07:45:00+00:00,3.05,249,target_75pct,75,754.0984
TATACONSUM,2025-06-26,CE,30m,20,2025-06-25 03:45:00+00:00,6.25,268,target_20pct,20,316.8
TATACONSUM,2025-06-26,CE,30m,30,2025-06-25 03:45:00+00:00,6.25,268,target_30pct,30,316.8
TATACONSUM,2025-06-26,CE,30m,50,2025-06-25 03:45:00+00:00,6.25,269,target_50pct,50,316.8
TATACONSUM,2025-06-26,CE,30m,75,2025-06-25 03:45:00+00:00,6.25,269,target_75pct,75,316.8
TATACONSUM,2025-06-26,PE,30m,20,2025-06-05 09:45:00+00:00,24.5,157,target_20pct,20,138.5714
TATACONSUM,2025-06-26,PE,30m,30,2025-06-05 09:45:00+00:00,24.5,158,target_30pct,30,138.5714
TATACONSUM,2025-06-26,PE,30m,50,2025-06-05 09:45:00+00:00,24.5,160,target_50pct,50,138.5714
TATACONSUM,2025-06-26,PE,30m,75,2025-06-05 09:45:00+00:00,24.5,165,target_75pct,75,138.5714
TATACONSUM,2025-06-26,PE,30m,20,2025-06-17 04:15:00+00:00,47.1,213,target_20pct,20,24.0977
TATACONSUM,2025-06-26,PE,30m,30,2025-06-17 04:15:00+00:00,47.1,243,stop_loss,-50.5308,24.0977
TATACONSUM,2025-06-26,PE,30m,50,2025-06-17 04:15:00+00:00,47.1,243,stop_loss,-50.5308,24.0977
TATACONSUM,2025-06-26,PE,30m,75,2025-06-17 04:15:00+00:00,47.1,243,stop_loss,-50.5308,24.0977
TATACONSUM,2025-07-31,CE,30m,20,2025-07-07 05:15:00+00:00,15.9,165,stop_loss,-50.0,19.4969
TATACONSUM,2025-07-31,CE,30m,30,2025-07-07 05:15:00+00:00,15.9,165,stop_loss,-50.0,19.4969
TATACONSUM,2025-07-31,CE,30m,50,2025-07-07 05:15:00+00:00,15.9,165,stop_loss,-50.0,19.4969
TATACONSUM,2025-07-31,CE,30m,75,2025-07-07 05:15:00+00:00,15.9,165,stop_loss,-50.0,19.4969
TATACONSUM,2025-07-31,CE,30m,20,2025-07-16 08:15:00+00:00,6.95,213,target_20pct,20,111.5108
TATACONSUM,2025-07-31,CE,30m,30,2025-07-16 08:15:00+00:00,6.95,213,target_30pct,30,111.5108
TATACONSUM,2025-07-31,CE,30m,50,2025-07-16 08:15:00+00:00,6.95,218,target_50pct,50,111.5108
TATACONSUM,2025-07-31,CE,30m,75,2025-07-16 08:15:00+00:00,6.95,218,target_75pct,75,111.5108
TATACONSUM,2025-07-31,PE,30m,20,2025-06-30 03:45:00+00:00,36.55,40,target_20pct,20,114.6375
TATACONSUM,2025-07-31,PE,30m,30,2025-06-30 03:45:00+00:00,36.55,44,target_30pct,30,114.6375
TATACONSUM,2025-07-31,PE,30m,50,2025-06-30 03:45:00+00:00,36.55,120,target_50pct,50,114.6375
TATACONSUM,2025-07-31,PE,30m,75,2025-06-30 03:45:00+00:00,36.55,201,target_75pct,75,114.6375
TATACONSUM,2025-07-31,PE,30m,20,2025-07-25 03:45:00+00:00,66.8,269,hold_to_end,-13.7725,14.9701
TATACONSUM,2025-07-31,PE,30m,30,2025-07-25 03:45:00+00:00,66.8,269,hold_to_end,-13.7725,14.9701
TATACONSUM,2025-07-31,PE,30m,50,2025-07-25 03:45:00+00:00,66.8,269,hold_to_end,-13.7725,14.9701
TATACONSUM,2025-07-31,PE,30m,75,2025-07-25 03:45:00+00:00,66.8,269,hold_to_end,-13.7725,14.9701
TATACONSUM,2025-08-28,CE,30m,20,2025-08-11 08:45:00+00:00,11.7,176,stop_loss,-53.8462,167.9487
TATACONSUM,2025-08-28,CE,30m,30,2025-08-11 08:45:00+00:00,11.7,176,stop_loss,-53.8462,167.9487
TATACONSUM,2025-08-28,CE,30m,50,2025-08-11 08:45:00+00:00,11.7,176,stop_loss,-53.8462,167.9487
TATACONSUM,2025-08-28,CE,30m,75,2025-08-11 08:45:00+00:00,11.7,176,stop_loss,-53.8462,167.9487
TATACONSUM,2025-08-28,CE,30m,20,2025-08-18 03:45:00+00:00,17.55,202,target_20pct,20,78.6325
TATACONSUM,2025-08-28,CE,30m,30,2025-08-18 03:45:00+00:00,17.55,205,target_30pct,30,78.6325
TATACONSUM,2025-08-28,CE,30m,50,2025-08-18 03:45:00+00:00,17.55,210,target_50pct,50,78.6325
TATACONSUM,2025-08-28,CE,30m,75,2025-08-18 03:45:00+00:00,17.55,214,target_75pct,75,78.6325
TATACONSUM,2025-08-28,PE,30m,20,2025-08-04 03:45:00+00:00,29.6,93,target_20pct,20,49.8311
TATACONSUM,2025-08-28,PE,30m,30,2025-08-04 03:45:00+00:00,29.6,98,target_30pct,30,49.8311
TATACONSUM,2025-08-28,PE,30m,50,2025-08-04 03:45:00+00:00,29.6,154,stop_loss,-55.0676,49.8311
TATACONSUM,2025-08-28,PE,30m,75,2025-08-04 03:45:00+00:00,29.6,154,stop_loss,-55.0676,49.8311
TATACONSUM,2025-08-28,PE,30m,20,2025-08-26 03:45:00+00:00,12.65,236,stop_loss,-53.7549,61.2648
TATACONSUM,2025-08-28,PE,30m,30,2025-08-26 03:45:00+00:00,12.65,236,stop_loss,-53.7549,61.2648
TATACONSUM,2025-08-28,PE,30m,50,2025-08-26 03:45:00+00:00,12.65,236,stop_loss,-53.7549,61.2648
TATACONSUM,2025-08-28,PE,30m,75,2025-08-26 03:45:00+00:00,12.65,236,stop_loss,-53.7549,61.2648
TATACONSUM,2025-08-28,PE,30m,20,2025-08-28 04:15:00+00:00,11.75,251,target_20pct,20,73.617
TATACONSUM,2025-08-28,PE,30m,30,2025-08-28 04:15:00+00:00,11.75,251,target_30pct,30,73.617
TATACONSUM,2025-08-28,PE,30m,50,2025-08-28 04:15:00+00:00,11.75,252,target_50pct,50,73.617
TATACONSUM,2025-08-28,PE,30m,75,2025-08-28 04:15:00+00:00,11.75,257,hold_to_end,53.1915,73.617
TATACONSUM,2025-09-30,CE,30m,20,2025-09-01 09:15:00+00:00,30.5,63,target_20pct,20,146.5574
TATACONSUM,2025-09-30,CE,30m,30,2025-09-01 09:15:00+00:00,30.5,63,target_30pct,30,146.5574
TATACONSUM,2025-09-30,CE,30m,50,2025-09-01 09:15:00+00:00,30.5,75,target_50pct,50,146.5574
TATACONSUM,2025-09-30,CE,30m,75,2025-09-01 09:15:00+00:00,30.5,206,target_75pct,75,146.5574
TATACONSUM,2025-09-30,CE,30m,20,2025-09-23 09:15:00+00:00,63.0,296,hold_to_end,-6.1905,19.3651
TATACONSUM,2025-09-30,CE,30m,30,2025-09-23 09:15:00+00:00,63.0,296,hold_to_end,-6.1905,19.3651
TATACONSUM,2025-09-30,CE,30m,50,2025-09-23 09:15:00+00:00,63.0,296,hold_to_end,-6.1905,19.3651
TATACONSUM,2025-09-30,CE,30m,75,2025-09-23 09:15:00+00:00,63.0,296,hold_to_end,-6.1905,19.3651
TATACONSUM,2025-09-30,PE,30m,20,2025-09-04 05:45:00+00:00,17.4,99,target_20pct,20,55.1724
TATACONSUM,2025-09-30,PE,30m,30,2025-09-04 05:45:00+00:00,17.4,99,target_30pct,30,55.1724
TATACONSUM,2025-09-30,PE,30m,50,2025-09-04 05:45:00+00:00,17.4,102,target_50pct,50,55.1724
TATACONSUM,2025-09-30,PE,30m,75,2025-09-04 05:45:00+00:00,17.4,145,stop_loss,-50.2874,55.1724
TATACONSUM,2025-09-30,PE,30m,20,2025-09-16 08:15:00+00:00,7.0,206,stop_loss,-69.2857,15.7143
TATACONSUM,2025-09-30,PE,30m,30,2025-09-16 08:15:00+00:00,7.0,206,stop_loss,-69.2857,15.7143
TATACONSUM,2025-09-30,PE,30m,50,2025-09-16 08:15:00+00:00,7.0,206,stop_loss,-69.2857,15.7143
TATACONSUM,2025-09-30,PE,30m,75,2025-09-16 08:15:00+00:00,7.0,206,stop_loss,-69.2857,15.7143
TATACONSUM,2025-10-28,CE,30m,20,2025-09-24 07:15:00+00:00,34.8,166,stop_loss,-51.4368,46.1207
TATACONSUM,2025-10-28,CE,30m,30,2025-09-24 07:15:00+00:00,34.8,166,stop_loss,-51.4368,46.1207
TATACONSUM,2025-10-28,CE,30m,50,2025-09-24 07:15:00+00:00,34.8,166,stop_loss,-51.4368,46.1207
TATACONSUM,2025-10-28,CE,30m,75,2025-09-24 07:15:00+00:00,34.8,166,stop_loss,-51.4368,46.1207
TATACONSUM,2025-10-28,CE,30m,20,2025-10-10 07:15:00+00:00,20.3,247,stop_loss,-51.4778,150.4926
TATACONSUM,2025-10-28,CE,30m,30,2025-10-10 07:15:00+00:00,20.3,247,stop_loss,-51.4778,150.4926
TATACONSUM,2025-10-28,CE,30m,50,2025-10-10 07:15:00+00:00,20.3,247,stop_loss,-51.4778,150.4926
TATACONSUM,2025-10-28,CE,30m,75,2025-10-10 07:15:00+00:00,20.3,247,stop_loss,-51.4778,150.4926
TATACONSUM,2025-10-28,CE,30m,20,2025-10-16 07:15:00+00:00,18.75,253,target_20pct,20,171.2
TATACONSUM,2025-10-28,CE,30m,30,2025-10-16 07:15:00+00:00,18.75,254,target_30pct,30,171.2
TATACONSUM,2025-10-28,CE,30m,50,2025-10-16 07:15:00+00:00,18.75,255,target_50pct,50,171.2
TATACONSUM,2025-10-28,CE,30m,75,2025-10-16 07:15:00+00:00,18.75,259,target_75pct,75,171.2
TATACONSUM,2025-10-28,CE,30m,20,2025-10-27 06:15:00+00:00,30.7,335,hold_to_end,-2.2801,5.8632
TATACONSUM,2025-10-28,CE,30m,30,2025-10-27 06:15:00+00:00,30.7,335,hold_to_end,-2.2801,5.8632
TATACONSUM,2025-10-28,CE,30m,50,2025-10-27 06:15:00+00:00,30.7,335,hold_to_end,-2.2801,5.8632
TATACONSUM,2025-10-28,CE,30m,75,2025-10-27 06:15:00+00:00,30.7,335,hold_to_end,-2.2801,5.8632
TATACONSUM,2025-10-28,PE,30m,20,2025-09-23 04:45:00+00:00,35.0,89,target_20pct,20,31.2857
TATACONSUM,2025-10-28,PE,30m,30,2025-09-23 04:45:00+00:00,35.0,92,target_30pct,30,31.2857
TATACONSUM,2025-10-28,PE,30m,50,2025-09-23 04:45:00+00:00,35.0,254,stop_loss,-56.2857,31.2857
TATACONSUM,2025-10-28,PE,30m,75,2025-09-23 04:45:00+00:00,35.0,254,stop_loss,-56.2857,31.2857
TATACONSUM,2025-11-25,CE,30m,20,2025-11-03 08:15:00+00:00,40.0,92,stop_loss,-50.625,9.25
TATACONSUM,2025-11-25,CE,30m,30,2025-11-03 08:15:00+00:00,40.0,92,stop_loss,-50.625,9.25
TATACONSUM,2025-11-25,CE,30m,50,2025-11-03 08:15:00+00:00,40.0,92,stop_loss,-50.625,9.25
TATACONSUM,2025-11-25,CE,30m,75,2025-11-03 08:15:00+00:00,40.0,92,stop_loss,-50.625,9.25
TATACONSUM,2025-11-25,CE,30m,20,2025-11-06 08:45:00+00:00,29.85,130,stop_loss,-56.2814,5.0251
TATACONSUM,2025-11-25,CE,30m,30,2025-11-06 08:45:00+00:00,29.85,130,stop_loss,-56.2814,5.0251
TATACONSUM,2025-11-25,CE,30m,50,2025-11-06 08:45:00+00:00,29.85,130,stop_loss,-56.2814,5.0251
TATACONSUM,2025-11-25,CE,30m,75,2025-11-06 08:45:00+00:00,29.85,130,stop_loss,-56.2814,5.0251
TATACONSUM,2025-11-25,CE,30m,20,2025-11-17 05:15:00+00:00,10.5,198,target_20pct,20,70.9524
TATACONSUM,2025-11-25,CE,30m,30,2025-11-17 05:15:00+00:00,10.5,200,target_30pct,30,70.9524
TATACONSUM,2025-11-25,CE,30m,50,2025-11-17 05:15:00+00:00,10.5,201,target_50pct,50,70.9524
TATACONSUM,2025-11-25,CE,30m,75,2025-11-17 05:15:00+00:00,10.5,222,stop_loss,-57.619,70.9524
TATACONSUM,2025-11-25,CE,30m,20,2025-11-21 08:45:00+00:00,10.2,259,target_20pct,20,39.7059
TATACONSUM,2025-11-25,CE,30m,30,2025-11-21 08:45:00+00:00,10.2,259,target_30pct,30,39.7059
TATACONSUM,2025-11-25,CE,30m,50,2025-11-21 08:45:00+00:00,10.2,263,stop_loss,-53.4314,39.7059
TATACONSUM,2025-11-25,CE,30m,75,2025-11-21 08:45:00+00:00,10.2,263,stop_loss,-53.4314,39.7059
TATACONSUM,2025-11-25,PE,30m,20,2025-10-31 06:45:00+00:00,35.0,85,stop_loss,-52.8571,34.0
TATACONSUM,2025-11-25,PE,30m,30,2025-10-31 06:45:00+00:00,35.0,85,stop_loss,-52.8571,34.0
TATACONSUM,2025-11-25,PE,30m,50,2025-10-31 06:45:00+00:00,35.0,85,stop_loss,-52.8571,34.0
TATACONSUM,2025-11-25,PE,30m,75,2025-10-31 06:45:00+00:00,35.0,85,stop_loss,-52.8571,34.0
TATACONSUM,2025-11-25,PE,30m,20,2025-11-07 08:45:00+00:00,26.95,130,target_20pct,20,74.026
TATACONSUM,2025-11-25,PE,30m,30,2025-11-07 08:45:00+00:00,26.95,133,target_30pct,30,74.026
TATACONSUM,2025-11-25,PE,30m,50,2025-11-07 08:45:00+00:00,26.95,134,target_50pct,50,74.026
TATACONSUM,2025-11-25,PE,30m,75,2025-11-07 08:45:00+00:00,26.95,234,stop_loss,-53.9889,74.026
TATACONSUM,2025-12-30,CE,30m,20,2025-11-20 04:45:00+00:00,39.5,143,stop_loss,-58.7342,11.3924
TATACONSUM,2025-12-30,CE,30m,30,2025-11-20 04:45:00+00:00,39.5,143,stop_loss,-58.7342,11.3924
TATACONSUM,2025-12-30,CE,30m,50,2025-11-20 04:45:00+00:00,39.5,143,stop_loss,-58.7342,11.3924
TATACONSUM,2025-12-30,CE,30m,75,2025-11-20 04:45:00+00:00,39.5,143,stop_loss,-58.7342,11.3924
TATACONSUM,2025-12-30,CE,30m,20,2025-12-05 06:45:00+00:00,19.35,182,target_20pct,20,71.8346
TATACONSUM,2025-12-30,CE,30m,30,2025-12-05 06:45:00+00:00,19.35,221,stop_loss,-53.4884,71.8346
TATACONSUM,2025-12-30,CE,30m,50,2025-12-05 06:45:00+00:00,19.35,221,stop_loss,-53.4884,71.8346
TATACONSUM,2025-12-30,CE,30m,75,2025-12-05 06:45:00+00:00,19.35,221,stop_loss,-53.4884,71.8346
TATACONSUM,2025-12-30,CE,30m,20,2025-12-12 09:45:00+00:00,12.2,249,target_20pct,20,172.541
TATACONSUM,2025-12-30,CE,30m,30,2025-12-12 09:45:00+00:00,12.2,249,target_30pct,30,172.541
TATACONSUM,2025-12-30,CE,30m,50,2025-12-12 09:45:00+00:00,12.2,250,target_50pct,50,172.541
TATACONSUM,2025-12-30,CE,30m,75,2025-12-12 09:45:00+00:00,12.2,260,target_75pct,75,172.541
TATACONSUM,2025-12-30,CE,30m,20,2025-12-19 07:45:00+00:00,22.7,348,stop_loss,-53.9648,46.4758
TATACONSUM,2025-12-30,CE,30m,30,2025-12-19 07:45:00+00:00,22.7,348,stop_loss,-53.9648,46.4758
TATACONSUM,2025-12-30,CE,30m,50,2025-12-19 07:45:00+00:00,22.7,348,stop_loss,-53.9648,46.4758
TATACONSUM,2025-12-30,CE,30m,75,2025-12-19 07:45:00+00:00,22.7,348,stop_loss,-53.9648,46.4758
TATACONSUM,2025-12-30,CE,30m,20,2025-12-29 06:15:00+00:00,18.5,370,target_20pct,20,79.7297
TATACONSUM,2025-12-30,CE,30m,30,2025-12-29 06:15:00+00:00,18.5,370,target_30pct,30,79.7297
TATACONSUM,2025-12-30,CE,30m,50,2025-12-29 06:15:00+00:00,18.5,370,target_50pct,50,79.7297
TATACONSUM,2025-12-30,CE,30m,75,2025-12-29 06:15:00+00:00,18.5,370,target_75pct,75,79.7297
TATACONSUM,2025-12-30,PE,30m,20,2025-11-25 05:45:00+00:00,27.0,140,target_20pct,20,51.8519
TATACONSUM,2025-12-30,PE,30m,30,2025-11-25 05:45:00+00:00,27.0,142,target_30pct,30,51.8519
TATACONSUM,2025-12-30,PE,30m,50,2025-11-25 05:45:00+00:00,27.0,148,target_50pct,50,51.8519
TATACONSUM,2025-12-30,PE,30m,75,2025-11-25 05:45:00+00:00,27.0,260,stop_loss,-51.1111,51.8519
TATACONSUM,2026-01-27,CE,30m,20,2025-12-29 06:45:00+00:00,39.7,115,target_20pct,20,43.4509
TATACONSUM,2026-01-27,CE,30m,30,2025-12-29 06:45:00+00:00,39.7,116,target_30pct,30,43.4509
TATACONSUM,2026-01-27,CE,30m,50,2025-12-29 06:45:00+00:00,39.7,201,stop_loss,-50.6297,43.4509
TATACONSUM,2026-01-27,CE,30m,75,2025-12-29 06:45:00+00:00,39.7,201,stop_loss,-50.6297,43.4509
TATACONSUM,2026-01-27,CE,30m,20,2026-01-20 07:45:00+00:00,33.25,224,stop_loss,-50.8271,4.0602
TATACONSUM,2026-01-27,CE,30m,30,2026-01-20 07:45:00+00:00,33.25,224,stop_loss,-50.8271,4.0602
TATACONSUM,2026-01-27,CE,30m,50,2026-01-20 07:45:00+00:00,33.25,224,stop_loss,-50.8271,4.0602
TATACONSUM,2026-01-27,CE,30m,75,2026-01-20 07:45:00+00:00,33.25,224,stop_loss,-50.8271,4.0602
TATACONSUM,2026-01-27,CE,30m,20,2026-01-23 04:45:00+00:00,19.15,257,stop_loss,-51.436,54.5692
TATACONSUM,2026-01-27,CE,30m,30,2026-01-23 04:45:00+00:00,19.15,257,stop_loss,-51.436,54.5692
TATACONSUM,2026-01-27,CE,30m,50,2026-01-23 04:45:00+00:00,19.15,257,stop_loss,-51.436,54.5692
TATACONSUM,2026-01-27,CE,30m,75,2026-01-23 04:45:00+00:00,19.15,257,stop_loss,-51.436,54.5692
TATACONSUM,2026-01-27,CE,30m,20,2026-01-27 09:45:00+00:00,20.65,273,hold_to_end,0.0,0.0
TATACONSUM,2026-01-27,CE,30m,30,2026-01-27 09:45:00+00:00,20.65,273,hold_to_end,0.0,0.0
TATACONSUM,2026-01-27,CE,30m,50,2026-01-27 09:45:00+00:00,20.65,273,hold_to_end,0.0,0.0
TATACONSUM,2026-01-27,CE,30m,75,2026-01-27 09:45:00+00:00,20.65,273,hold_to_end,0.0,0.0
TATACONSUM,2026-01-27,PE,30m,20,2026-01-02 03:45:00+00:00,16.9,80,target_20pct,20,27.8107
TATACONSUM,2026-01-27,PE,30m,30,2026-01-02 03:45:00+00:00,16.9,108,stop_loss,-57.1006,27.8107
TATACONSUM,2026-01-27,PE,30m,50,2026-01-02 03:45:00+00:00,16.9,108,stop_loss,-57.1006,27.8107
TATACONSUM,2026-01-27,PE,30m,75,2026-01-02 03:45:00+00:00,16.9,108,stop_loss,-57.1006,27.8107
TATACONSUM,2026-01-27,PE,30m,20,2026-01-09 07:15:00+00:00,12.35,143,target_20pct,20,71.6599
TATACONSUM,2026-01-27,PE,30m,30,2026-01-09 07:15:00+00:00,12.35,145,target_30pct,30,71.6599
TATACONSUM,2026-01-27,PE,30m,50,2026-01-09 07:15:00+00:00,12.35,220,stop_loss,-66.3968,71.6599
TATACONSUM,2026-01-27,PE,30m,75,2026-01-09 07:15:00+00:00,12.35,220,stop_loss,-66.3968,71.6599
TATACONSUM,2026-01-27,PE,30m,20,2026-01-21 07:45:00+00:00,11.05,235,target_20pct,20,91.8552
TATACONSUM,2026-01-27,PE,30m,30,2026-01-21 07:45:00+00:00,11.05,235,target_30pct,30,91.8552
TATACONSUM,2026-01-27,PE,30m,50,2026-01-21 07:45:00+00:00,11.05,235,target_50pct,50,91.8552
TATACONSUM,2026-01-27,PE,30m,75,2026-01-21 07:45:00+00:00,11.05,240,stop_loss,-50.2262,91.8552
TATACONSUM,2026-01-27,PE,30m,20,2026-01-23 05:15:00+00:00,13.25,261,target_20pct,20,60.0
TATACONSUM,2026-01-27,PE,30m,30,2026-01-23 05:15:00+00:00,13.25,263,target_30pct,30,60.0
TATACONSUM,2026-01-27,PE,30m,50,2026-01-23 05:15:00+00:00,13.25,263,target_50pct,50,60.0
TATACONSUM,2026-01-27,PE,30m,75,2026-01-23 05:15:00+00:00,13.25,273,stop_loss,-87.9245,60.0
TATACONSUM,2026-02-24,CE,30m,20,2026-02-01 04:45:00+00:00,32.0,51,target_20pct,20,44.5312
TATACONSUM,2026-02-24,CE,30m,30,2026-02-01 04:45:00+00:00,32.0,59,stop_loss,-58.125,44.5312
TATACONSUM,2026-02-24,CE,30m,50,2026-02-01 04:45:00+00:00,32.0,59,stop_loss,-58.125,44.5312
TATACONSUM,2026-02-24,CE,30m,75,2026-02-01 04:45:00+00:00,32.0,59,stop_loss,-58.125,44.5312
TATACONSUM,2026-02-24,CE,30m,20,2026-02-03 04:15:00+00:00,27.9,76,target_20pct,20,65.7706
TATACONSUM,2026-02-24,CE,30m,30,2026-02-03 04:15:00+00:00,27.9,78,target_30pct,30,65.7706
TATACONSUM,2026-02-24,CE,30m,50,2026-02-03 04:15:00+00:00,27.9,87,target_50pct,50,65.7706
TATACONSUM,2026-02-24,CE,30m,75,2026-02-03 04:15:00+00:00,27.9,190,stop_loss,-53.0466,65.7706
TATACONSUM,2026-02-24,CE,30m,20,2026-02-17 09:15:00+00:00,18.65,216,target_20pct,20,103.7534
TATACONSUM,2026-02-24,CE,30m,30,2026-02-17 09:15:00+00:00,18.65,219,target_30pct,30,103.7534
TATACONSUM,2026-02-24,CE,30m,50,2026-02-17 09:15:00+00:00,18.65,224,target_50pct,50,103.7534
TATACONSUM,2026-02-24,CE,30m,75,2026-02-17 09:15:00+00:00,18.65,227,target_75pct,75,103.7534
TATACONSUM,2026-02-24,CE,30m,20,2026-02-20 05:15:00+00:00,25.5,256,target_20pct,20,49.0196
TATACONSUM,2026-02-24,CE,30m,30,2026-02-20 05:15:00+00:00,25.5,257,target_30pct,30,49.0196
TATACONSUM,2026-02-24,CE,30m,50,2026-02-20 05:15:00+00:00,25.5,280,hold_to_end,49.0196,49.0196
TATACONSUM,2026-02-24,CE,30m,75,2026-02-20 05:15:00+00:00,25.5,280,hold_to_end,49.0196,49.0196
TATACONSUM,2026-02-24,PE,30m,20,2026-02-01 07:15:00+00:00,40.0,56,target_20pct,20,76.125
TATACONSUM,2026-02-24,PE,30m,30,2026-02-01 07:15:00+00:00,40.0,56,target_30pct,30,76.125
TATACONSUM,2026-02-24,PE,30m,50,2026-02-01 07:15:00+00:00,40.0,56,target_50pct,50,76.125
TATACONSUM,2026-02-24,PE,30m,75,2026-02-01 07:15:00+00:00,40.0,57,target_75pct,75,76.125
TATACONSUM,2026-02-24,PE,30m,20,2026-02-12 05:45:00+00:00,13.4,175,target_20pct,20,104.8507
TATACONSUM,2026-02-24,PE,30m,30,2026-02-12 05:45:00+00:00,13.4,175,target_30pct,30,104.8507
TATACONSUM,2026-02-24,PE,30m,50,2026-02-12 05:45:00+00:00,13.4,185,target_50pct,50,104.8507
TATACONSUM,2026-02-24,PE,30m,75,2026-02-12 05:45:00+00:00,13.4,186,target_75pct,75,104.8507
TATAELXSI,2025-04-24,CE,30m,20,2025-03-18 04:15:00+00:00,134.5,67,target_20pct,20,309.6654
TATAELXSI,2025-04-24,CE,30m,30,2025-03-18 04:15:00+00:00,134.5,75,target_30pct,30,309.6654
TATAELXSI,2025-04-24,CE,30m,50,2025-03-18 04:15:00+00:00,134.5,78,target_50pct,50,309.6654
TATAELXSI,2025-04-24,CE,30m,75,2025-03-18 04:15:00+00:00,134.5,118,target_75pct,75,309.6654
TATAELXSI,2025-04-24,CE,30m,20,2025-03-27 08:23:00+00:00,275.0,236,stop_loss,-53.8182,100.3636
TATAELXSI,2025-04-24,CE,30m,30,2025-03-27 08:23:00+00:00,275.0,236,stop_loss,-53.8182,100.3636
TATAELXSI,2025-04-24,CE,30m,50,2025-03-27 08:23:00+00:00,275.0,236,stop_loss,-53.8182,100.3636
TATAELXSI,2025-04-24,CE,30m,75,2025-03-27 08:23:00+00:00,275.0,236,stop_loss,-53.8182,100.3636
TATAELXSI,2025-04-24,CE,30m,20,2025-04-02 06:16:00+00:00,91.35,338,stop_loss,-50.6842,503.1746
TATAELXSI,2025-04-24,CE,30m,30,2025-04-02 06:16:00+00:00,91.35,338,stop_loss,-50.6842,503.1746
TATAELXSI,2025-04-24,CE,30m,50,2025-04-02 06:16:00+00:00,91.35,338,stop_loss,-50.6842,503.1746
TATAELXSI,2025-04-24,CE,30m,75,2025-04-02 06:16:00+00:00,91.35,338,stop_loss,-50.6842,503.1746
TATAELXSI,2025-04-24,CE,30m,20,2025-04-07 09:17:00+00:00,40.45,389,target_20pct,20,1262.1755
TATAELXSI,2025-04-24,CE,30m,30,2025-04-07 09:17:00+00:00,40.45,389,target_30pct,30,1262.1755
TATAELXSI,2025-04-24,CE,30m,50,2025-04-07 09:17:00+00:00,40.45,476,stop_loss,-53.3993,1262.1755
TATAELXSI,2025-04-24,CE,30m,75,2025-04-07 09:17:00+00:00,40.45,476,stop_loss,-53.3993,1262.1755
TATAELXSI,2025-04-24,CE,30m,20,2025-04-15 08:29:00+00:00,25.0,491,target_20pct,20,2104.0
TATAELXSI,2025-04-24,CE,30m,30,2025-04-15 08:29:00+00:00,25.0,491,target_30pct,30,2104.0
TATAELXSI,2025-04-24,CE,30m,50,2025-04-15 08:29:00+00:00,25.0,491,target_50pct,50,2104.0
TATAELXSI,2025-04-24,CE,30m,75,2025-04-15 08:29:00+00:00,25.0,524,stop_loss,-54.6,2104.0
TATAELXSI,2025-04-24,CE,30m,20,2025-04-21 04:15:00+00:00,21.6,553,target_20pct,20,2450.9259
TATAELXSI,2025-04-24,CE,30m,30,2025-04-21 04:15:00+00:00,21.6,557,target_30pct,30,2450.9259
TATAELXSI,2025-04-24,CE,30m,50,2025-04-21 04:15:00+00:00,21.6,557,target_50pct,50,2450.9259
TATAELXSI,2025-04-24,CE,30m,75,2025-04-21 04:15:00+00:00,21.6,557,target_75pct,75,2450.9259
TATAELXSI,2025-04-24,PE,30m,20,2025-03-25 05:15:00+00:00,189.9,171,target_20pct,20,266.1927
TATAELXSI,2025-04-24,PE,30m,30,2025-03-25 05:15:00+00:00,189.9,171,target_30pct,30,266.1927
TATAELXSI,2025-04-24,PE,30m,50,2025-03-25 05:15:00+00:00,189.9,171,target_50pct,50,266.1927
TATAELXSI,2025-04-24,PE,30m,75,2025-03-25 05:15:00+00:00,189.9,184,target_75pct,75,266.1927
TATAELXSI,2025-04-24,PE,30m,20,2025-04-04 04:04:00+00:00,412.9,301,target_20pct,20,68.4185
TATAELXSI,2025-04-24,PE,30m,30,2025-04-04 04:04:00+00:00,412.9,301,target_30pct,30,68.4185
TATAELXSI,2025-04-24,PE,30m,50,2025-04-04 04:04:00+00:00,412.9,301,target_50pct,50,68.4185
TATAELXSI,2025-04-24,PE,30m,75,2025-04-04 04:04:00+00:00,412.9,424,stop_loss,-54.7953,68.4185
TATAELXSI,2025-05-29,CE,30m,20,2025-04-29 05:45:00+00:00,220.0,64,target_20pct,20,238.1818
TATAELXSI,2025-05-29,CE,30m,30,2025-04-29 05:45:00+00:00,220.0,64,target_30pct,30,238.1818
TATAELXSI,2025-05-29,CE,30m,50,2025-04-29 05:45:00+00:00,220.0,147,target_50pct,50,238.1818
TATAELXSI,2025-05-29,CE,30m,75,2025-04-29 05:45:00+00:00,220.0,148,target_75pct,75,238.1818
TATAELXSI,2025-05-29,PE,30m,20,2025-05-06 06:45:00+00:00,214.55,129,target_20pct,20,60.8017
TATAELXSI,2025-05-29,PE,30m,30,2025-05-06 06:45:00+00:00,214.55,129,target_30pct,30,60.8017
