exp,opt_type,entry_date,month,entry_time,ep,spot_poc_rev,ibr,ibr_tgt_pct,ibr_sl_pct,rA,rB,rC,reason_B,reason_C,poc_alloc
2026-01-01,CE,2025-12-19,2025-12,2025-12-19 09:25:00+05:30,1348.6,False,0.0,30.0,-50.0,30.0,30.0,30.0,target_hit,target_hit,0.1
2026-01-01,CE,2025-12-23,2025-12,2025-12-23 10:10:00+05:30,1742.65,False,0.0,30.0,-50.0,-31.828,-31.828,-31.828,end,end,0.1
2026-01-01,PE,2025-12-18,2025-12,2025-12-18 14:15:00+05:30,297.25,False,76.1,56.8,-20.0,-99.9832,-20.00672834314551,-20.0067,hard_sl,hard_sl_ibr,0.1
2026-01-08,CE,2025-12-29,2025-12,2025-12-29 09:15:00+05:30,516.9,False,0.0,30.0,-50.0,30.0,30.0,30.0,target_hit,target_hit,0.1
2026-01-08,CE,2026-01-05,2026-01,2026-01-05 10:20:00+05:30,685.5,False,346.1,68.0,-80.0,-99.9708,-80.0,-83.4646,hard_sl,hard_sl_ibr,0.1
2026-01-08,PE,2025-12-29,2025-12,2025-12-29 10:20:00+05:30,511.55,True,126.5,30.1,-44.2,30.0,30.065487244648597,14.6472,target_hit,trail_stop,0.35
2026-01-08,PE,2025-12-30,2025-12,2025-12-30 09:20:00+05:30,745.05,False,0.0,30.0,-50.0,30.0,30.0,30.0,target_hit,target_hit,0.1
2026-01-14,CE,2026-01-02,2026-01,2026-01-02 09:30:00+05:30,950.45,True,0.0,30.0,-50.0,-99.9947,-99.9947,-99.9947,end,end,0.35
2026-01-14,PE,2026-01-01,2026-01,2026-01-01 12:15:00+05:30,302.8,False,36.8,15.0,-21.9,30.0,-21.928665785997367,-4.183,hard_sl,trail_stop,0.1
2026-01-14,PE,2026-01-08,2026-01,2026-01-08 14:55:00+05:30,623.5,True,68.2,15.0,-61.2,30.0,15.0,-26.4507,target_hit,trail_stop,0.35
2026-01-14,PE,2026-01-13,2026-01,2026-01-13 10:00:00+05:30,1258.85,False,0.0,30.0,-50.0,20.6061,20.6061,20.6061,end,end,0.1
2026-01-22,CE,2026-01-09,2026-01,2026-01-09 15:30:00+05:30,270.25,False,125.6,129.4,-10.0,30.0,-9.953746530989836,-9.9537,hard_sl,hard_sl_ibr,0.1
2026-01-22,CE,2026-01-13,2026-01,2026-01-13 11:40:00+05:30,292.4,False,129.9,69.3,-64.1,-99.9829,-64.05608755129958,-64.0561,hard_sl,hard_sl_ibr,0.1
2026-01-22,PE,2026-01-13,2026-01,2026-01-13 10:00:00+05:30,1240.05,False,0.0,30.0,-50.0,30.0,30.0,30.0,target_hit,target_hit,0.1
2026-01-22,PE,2026-01-20,2026-01,2026-01-20 09:20:00+05:30,1661.45,True,0.0,30.0,-50.0,30.0,30.0,30.0,target_hit,target_hit,0.35
2026-01-22,PE,2026-01-21,2026-01,2026-01-21 14:40:00+05:30,2800.0,True,449.1,23.1,-25.0,-11.475,-24.966071428571436,-24.9661,hard_sl,hard_sl_ibr,0.35
2026-02-05,CE,2026-01-22,2026-01,2026-01-22 14:40:00+05:30,1017.35,False,267.0,54.0,-24.7,30.0,-24.706344915712393,-24.7063,hard_sl,hard_sl_ibr,0.1
2026-02-05,CE,2026-02-04,2026-02,2026-02-04 13:25:00+05:30,1280.0,False,412.2,41.8,-54.8,-36.3008,-36.3008,7.7371,end,trail_stop,0.1
2026-02-05,PE,2026-01-23,2026-01,2026-01-23 10:20:00+05:30,967.8,False,156.5,15.4,-33.2,30.0,15.369911138665012,-7.2418,target_hit,trail_stop,0.1
2026-02-05,PE,2026-01-27,2026-01,2026-01-27 10:50:00+05:30,1450.0,False,481.7,47.0,-52.7,30.0,-52.66551724137931,-52.6655,hard_sl,hard_sl_ibr,0.1
2026-02-05,PE,2026-02-04,2026-02,2026-02-04 15:25:00+05:30,36.3,True,81.2,434.6,-80.0,-99.8623,-80.0,-99.8623,hard_sl,hold_to_end,0.35
2026-02-12,CE,2026-01-30,2026-01,2026-01-30 13:00:00+05:30,1102.85,False,143.6,18.1,-21.0,30.0,18.075894273926636,5.5236,target_hit,trail_stop,0.1
2026-02-12,CE,2026-02-06,2026-02,2026-02-06 11:35:00+05:30,1322.2,False,297.3,27.1,-40.4,30.0,27.091211617001953,2.4702,target_hit,trail_stop,0.1
2026-02-12,CE,2026-02-09,2026-02,2026-02-09 13:25:00+05:30,2025.0,True,141.3,15.0,-12.8,-26.6667,15.0,6.5049,target_hit,trail_stop,0.35
2026-02-12,PE,2026-01-30,2026-01,2026-01-30 09:20:00+05:30,808.25,False,0.0,30.0,-50.0,30.0,30.0,30.0,target_hit,target_hit,0.1
2026-02-12,PE,2026-02-05,2026-02,2026-02-05 09:45:00+05:30,142.1,True,0.0,30.0,-50.0,-99.9648,-99.9648,-99.9648,end,end,0.35
2026-02-19,CE,2026-02-06,2026-02,2026-02-06 11:50:00+05:30,608.35,False,153.5,24.7,-51.0,30.0,24.689734527821145,22.0944,target_hit,trail_stop,0.1
2026-02-19,CE,2026-02-09,2026-02,2026-02-09 13:15:00+05:30,890.0,False,124.9,22.8,-19.2,-99.9944,22.848314606741564,11.2624,target_hit,trail_stop,0.1
2026-02-19,PE,2026-02-06,2026-02,2026-02-06 13:05:00+05:30,880.15,True,146.0,27.6,-22.1,30.0,-22.115548486053513,-22.1155,hard_sl,hard_sl_ibr,0.35
2026-02-19,PE,2026-02-17,2026-02,2026-02-17 14:15:00+05:30,536.1,False,262.4,99.1,-47.7,30.0,-47.71497854877823,-47.715,hard_sl,hard_sl_ibr,0.1
