variant_key,group_name,indicator,timeframe,exit_name,expiry_day_only,score,opportunities,win_rate,avg_return_pct,median_return_pct,avg_win_return_pct,avg_loss_return_pct,max_realized_return_pct,avg_holding_minutes,median_holding_minutes,avg_max_possible_return_pct,max_possible_return_pct
weekly_expiry_day|expiry_day|1m|ema_9_21_cross|trail_after_10pct_dd5pct,weekly_expiry_day,ema_9_21_cross,1m,trail_after_10pct_dd5pct,True,-3.810967,275,0.6473,-8.9938,4.25,10.2092,-44.2324,56.5152,81.3055,23.0,73.4453,1192.3077
weekly_expiry_day|expiry_day|3m|ema_9_21_cross|target_10pct,weekly_expiry_day,ema_9_21_cross,3m,target_10pct,True,9.604586,126,0.6746,-7.6523,10.0,9.8957,-44.0323,10.0,84.6905,37.5,64.0412,1382.3529
weekly_expiry_day|expiry_day|3m|ema_9_21_cross|target_20pct,weekly_expiry_day,ema_9_21_cross,3m,target_20pct,True,-14.793886,113,0.5221,-17.2791,1.5482,17.8505,-55.6614,20.0,126.0265,120.0,67.3349,1382.3529
weekly_expiry_day|expiry_day|3m|ema_9_21_cross|trail_after_10pct_dd5pct,weekly_expiry_day,ema_9_21_cross,3m,trail_after_10pct_dd5pct,True,-4.17869,126,0.5317,-7.6849,2.4193,14.462,-32.8348,105.0091,88.6905,39.0,64.0412,1382.3529
weekly_expiry_day|expiry_day|5m|ema_9_21_cross|target_10pct,weekly_expiry_day,ema_9_21_cross,5m,target_10pct,True,8.975068,71,0.6338,-6.7221,10.0,9.229,-34.3296,10.0,69.507,25.0,51.8974,712.9032
weekly_expiry_day|expiry_day|5m|ema_9_21_cross|target_20pct,weekly_expiry_day,ema_9_21_cross,5m,target_20pct,True,-3.3955,70,0.5429,-9.6105,3.9616,17.1391,-41.3757,20.0,90.2857,72.5,52.1131,712.9032
weekly_expiry_day|expiry_day|5m|ema_9_21_cross|trail_after_10pct_dd5pct,weekly_expiry_day,ema_9_21_cross,5m,trail_after_10pct_dd5pct,True,-5.141228,71,0.507,-6.0871,0.1062,16.0226,-28.8284,78.2258,73.7324,35.0,51.8974,712.9032
weekly_expiry_day|expiry_day|10m|ema_9_21_cross|target_10pct,weekly_expiry_day,ema_9_21_cross,10m,target_10pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekly_expiry_day|expiry_day|10m|ema_9_21_cross|target_20pct,weekly_expiry_day,ema_9_21_cross,10m,target_20pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekly_expiry_day|expiry_day|10m|ema_9_21_cross|trail_after_10pct_dd5pct,weekly_expiry_day,ema_9_21_cross,10m,trail_after_10pct_dd5pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekly_expiry_day|expiry_day|15m|ema_9_21_cross|target_10pct,weekly_expiry_day,ema_9_21_cross,15m,target_10pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekly_expiry_day|expiry_day|15m|ema_9_21_cross|target_20pct,weekly_expiry_day,ema_9_21_cross,15m,target_20pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekly_expiry_day|expiry_day|15m|ema_9_21_cross|trail_after_10pct_dd5pct,weekly_expiry_day,ema_9_21_cross,15m,trail_after_10pct_dd5pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekly_expiry_day|expiry_day|1m|cci_zero|target_10pct,weekly_expiry_day,cci_zero,1m,target_10pct,True,9.08732,339,0.7434,-9.7572,10.0,9.6793,-66.0561,10.0,86.8968,16.0,93.5071,1465.8915
weekly_expiry_day|expiry_day|1m|cci_zero|target_20pct,weekly_expiry_day,cci_zero,1m,target_20pct,True,24.990593,242,0.6446,-12.3554,20.0,18.5789,-68.4688,20.0,131.3636,59.5,105.8041,1465.8915
weekly_expiry_day|expiry_day|1m|cci_zero|trail_after_10pct_dd5pct,weekly_expiry_day,cci_zero,1m,trail_after_10pct_dd5pct,True,-2.869589,336,0.6637,-8.609,4.5012,13.3015,-51.8482,99.4208,90.6935,20.0,94.215,1465.8915
weekly_expiry_day|expiry_day|3m|cci_zero|target_10pct,weekly_expiry_day,cci_zero,3m,target_10pct,True,3.51903,212,0.6698,-12.5501,10.0,9.7738,-57.8357,10.0,85.0189,30.0,73.6345,1801.8868
weekly_expiry_day|expiry_day|3m|cci_zero|target_20pct,weekly_expiry_day,cci_zero,3m,target_20pct,True,-9.955341,162,0.5432,-20.129,7.4227,18.2893,-65.8157,20.0,133.9074,112.5,73.9353,1801.8868
weekly_expiry_day|expiry_day|3m|cci_zero|trail_after_10pct_dd5pct,weekly_expiry_day,cci_zero,3m,trail_after_10pct_dd5pct,True,-10.877719,212,0.5283,-11.8643,1.5087,16.3094,-43.4188,182.8125,87.8349,34.5,73.7042,1801.8868
weekly_expiry_day|expiry_day|5m|cci_zero|target_10pct,weekly_expiry_day,cci_zero,5m,target_10pct,True,5.503071,142,0.669,-10.8563,10.0,9.6723,-52.3503,10.0,74.5775,22.5,53.983,1300.0
weekly_expiry_day|expiry_day|5m|cci_zero|target_20pct,weekly_expiry_day,cci_zero,5m,target_20pct,True,-9.777871,122,0.541,-17.4822,5.3951,17.6233,-58.8566,20.0,111.0246,92.5,58.396,1300.0
weekly_expiry_day|expiry_day|5m|cci_zero|trail_after_10pct_dd5pct,weekly_expiry_day,cci_zero,5m,trail_after_10pct_dd5pct,True,-10.170789,142,0.4507,-10.7489,-0.4126,20.8564,-36.6815,211.8527,78.1338,27.5,53.983,1300.0
weekly_expiry_day|expiry_day|10m|cci_zero|target_10pct,weekly_expiry_day,cci_zero,10m,target_10pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekly_expiry_day|expiry_day|10m|cci_zero|target_20pct,weekly_expiry_day,cci_zero,10m,target_20pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekly_expiry_day|expiry_day|10m|cci_zero|trail_after_10pct_dd5pct,weekly_expiry_day,cci_zero,10m,trail_after_10pct_dd5pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekly_expiry_day|expiry_day|15m|cci_zero|target_10pct,weekly_expiry_day,cci_zero,15m,target_10pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekly_expiry_day|expiry_day|15m|cci_zero|target_20pct,weekly_expiry_day,cci_zero,15m,target_20pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekly_expiry_day|expiry_day|15m|cci_zero|trail_after_10pct_dd5pct,weekly_expiry_day,cci_zero,15m,trail_after_10pct_dd5pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekly_expiry_day|expiry_day|1m|adx_di_cross|target_10pct,weekly_expiry_day,adx_di_cross,1m,target_10pct,True,10.768929,22,0.5909,-0.4691,10.0,10.0,-15.591,10.0,114.8636,119.5,30.4019,161.6766
weekly_expiry_day|expiry_day|1m|adx_di_cross|target_20pct,weekly_expiry_day,adx_di_cross,1m,target_20pct,True,4.824046,22,0.5455,1.6198,3.6208,16.5062,-16.2439,20.0,138.0,152.5,30.4019,161.6766
weekly_expiry_day|expiry_day|1m|adx_di_cross|trail_after_10pct_dd5pct,weekly_expiry_day,adx_di_cross,1m,trail_after_10pct_dd5pct,True,1.294645,22,0.5455,-2.1535,2.6972,9.8286,-16.5319,25.9593,122.3636,119.5,30.4019,161.6766
weekly_expiry_day|expiry_day|3m|adx_di_cross|target_10pct,weekly_expiry_day,adx_di_cross,3m,target_10pct,True,2.344241,8,0.5,-1.4435,4.5187,10.0,-12.8869,10.0,52.5,21.0,203.5675,1382.3529
weekly_expiry_day|expiry_day|3m|adx_di_cross|target_20pct,weekly_expiry_day,adx_di_cross,3m,target_20pct,True,-5.203204,8,0.375,-11.3607,-2.951,20.0,-30.1771,20.0,65.25,51.0,203.5675,1382.3529
weekly_expiry_day|expiry_day|3m|adx_di_cross|trail_after_10pct_dd5pct,weekly_expiry_day,adx_di_cross,3m,trail_after_10pct_dd5pct,True,-1.822839,8,0.25,-3.8696,-2.951,19.2358,-11.5714,22.0588,52.875,22.5,203.5675,1382.3529
weekly_expiry_day|expiry_day|5m|adx_di_cross|target_10pct,weekly_expiry_day,adx_di_cross,5m,target_10pct,True,-3.017854,6,0.5,-14.5324,4.5187,10.0,-39.0647,10.0,82.5,40.0,30.7129,83.3139
weekly_expiry_day|expiry_day|5m|adx_di_cross|target_20pct,weekly_expiry_day,adx_di_cross,5m,target_20pct,True,-11.464844,6,0.3333,-29.422,-9.8471,20.0,-54.133,20.0,100.0,90.0,30.7129,83.3139
weekly_expiry_day|expiry_day|5m|adx_di_cross|trail_after_10pct_dd5pct,weekly_expiry_day,adx_di_cross,5m,trail_after_10pct_dd5pct,True,-0.42135,6,0.0,-30.4709,-15.7746,0.0,-30.4709,-0.9626,82.5,40.0,30.7129,83.3139
weekly_expiry_day|expiry_day|10m|adx_di_cross|target_10pct,weekly_expiry_day,adx_di_cross,10m,target_10pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekly_expiry_day|expiry_day|10m|adx_di_cross|target_20pct,weekly_expiry_day,adx_di_cross,10m,target_20pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekly_expiry_day|expiry_day|10m|adx_di_cross|trail_after_10pct_dd5pct,weekly_expiry_day,adx_di_cross,10m,trail_after_10pct_dd5pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekly_expiry_day|expiry_day|15m|adx_di_cross|target_10pct,weekly_expiry_day,adx_di_cross,15m,target_10pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekly_expiry_day|expiry_day|15m|adx_di_cross|target_20pct,weekly_expiry_day,adx_di_cross,15m,target_20pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekly_expiry_day|expiry_day|15m|adx_di_cross|trail_after_10pct_dd5pct,weekly_expiry_day,adx_di_cross,15m,trail_after_10pct_dd5pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monthly_expiry_day|expiry_day|1m|macd_zero|target_10pct,monthly_expiry_day,macd_zero,1m,target_10pct,True,0.552273,62,0.6452,-14.4835,10.0,9.5317,-58.1474,10.0,104.1774,24.5,46.258,819.4332
monthly_expiry_day|expiry_day|1m|macd_zero|target_20pct,monthly_expiry_day,macd_zero,1m,target_20pct,True,-19.532254,47,0.4681,-25.0321,-1.2765,18.2394,-63.1109,20.0,167.4681,152.0,53.2208,819.4332
monthly_expiry_day|expiry_day|1m|macd_zero|trail_after_10pct_dd5pct,monthly_expiry_day,macd_zero,1m,trail_after_10pct_dd5pct,True,-12.91875,62,0.5,-15.9459,0.2369,10.2731,-42.1648,44.2581,105.8065,29.5,46.258,819.4332
monthly_expiry_day|expiry_day|3m|macd_zero|target_10pct,monthly_expiry_day,macd_zero,3m,target_10pct,True,17.854831,23,0.7391,4.0034,10.0,8.8497,-9.728,10.0,76.6957,24.0,71.588,644.5902
monthly_expiry_day|expiry_day|3m|macd_zero|target_20pct,monthly_expiry_day,macd_zero,3m,target_20pct,True,27.930325,21,0.6667,3.8829,20.0,17.0164,-22.3842,20.0,112.2857,66.0,76.8604,644.5902
monthly_expiry_day|expiry_day|3m|macd_zero|trail_after_10pct_dd5pct,monthly_expiry_day,macd_zero,3m,trail_after_10pct_dd5pct,True,8.33174,23,0.6522,5.1249,3.2829,11.9346,-7.6432,65.082,79.3043,24.0,71.588,644.5902
monthly_expiry_day|expiry_day|5m|macd_zero|target_10pct,monthly_expiry_day,macd_zero,5m,target_10pct,True,-6.859938,13,0.4615,-13.693,-0.2588,8.3808,-32.6135,10.0,99.6154,100.0,51.2353,452.7734
monthly_expiry_day|expiry_day|5m|macd_zero|target_20pct,monthly_expiry_day,macd_zero,5m,target_20pct,True,-5.147828,13,0.4615,-10.1786,-0.2588,15.9954,-32.6135,20.0,110.3846,105.0,51.2353,452.7734
monthly_expiry_day|expiry_day|5m|macd_zero|trail_after_10pct_dd5pct,monthly_expiry_day,macd_zero,5m,trail_after_10pct_dd5pct,True,-2.210244,13,0.3846,-4.2148,-0.8195,37.7773,-30.4599,110.8558,101.5385,105.0,51.2353,452.7734
monthly_expiry_day|expiry_day|10m|macd_zero|target_10pct,monthly_expiry_day,macd_zero,10m,target_10pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monthly_expiry_day|expiry_day|10m|macd_zero|target_20pct,monthly_expiry_day,macd_zero,10m,target_20pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monthly_expiry_day|expiry_day|10m|macd_zero|trail_after_10pct_dd5pct,monthly_expiry_day,macd_zero,10m,trail_after_10pct_dd5pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monthly_expiry_day|expiry_day|15m|macd_zero|target_10pct,monthly_expiry_day,macd_zero,15m,target_10pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monthly_expiry_day|expiry_day|15m|macd_zero|target_20pct,monthly_expiry_day,macd_zero,15m,target_20pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monthly_expiry_day|expiry_day|15m|macd_zero|trail_after_10pct_dd5pct,monthly_expiry_day,macd_zero,15m,trail_after_10pct_dd5pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monthly_expiry_day|expiry_day|1m|rsi_50_cross|target_10pct,monthly_expiry_day,rsi_50_cross,1m,target_10pct,True,9.931375,97,0.7526,-7.8047,10.0,9.819,-61.4101,10.0,78.7423,16.0,67.0375,529.9584
monthly_expiry_day|expiry_day|1m|rsi_50_cross|target_20pct,monthly_expiry_day,rsi_50_cross,1m,target_20pct,True,17.488608,64,0.6094,-12.813,20.0,19.3877,-63.0462,20.0,134.4531,42.5,71.3298,529.9584
monthly_expiry_day|expiry_day|1m|rsi_50_cross|trail_after_10pct_dd5pct,monthly_expiry_day,rsi_50_cross,1m,trail_after_10pct_dd5pct,True,-4.125923,97,0.6289,-9.3435,3.8442,10.5462,-43.0456,39.4737,80.7835,21.0,67.0375,529.9584
monthly_expiry_day|expiry_day|3m|rsi_50_cross|target_10pct,monthly_expiry_day,rsi_50_cross,3m,target_10pct,True,10.488544,60,0.7333,-6.3016,10.0,9.4747,-49.6863,10.0,73.55,18.0,82.669,591.3242
monthly_expiry_day|expiry_day|3m|rsi_50_cross|target_20pct,monthly_expiry_day,rsi_50_cross,3m,target_20pct,True,17.479739,45,0.6,-10.977,20.0,18.0328,-54.4918,20.0,117.8,84.0,68.2103,591.3242
monthly_expiry_day|expiry_day|3m|rsi_50_cross|trail_after_10pct_dd5pct,monthly_expiry_day,rsi_50_cross,3m,trail_after_10pct_dd5pct,True,-7.459993,60,0.4667,-9.7209,0.0,12.247,-28.9429,41.4094,75.55,25.5,82.669,591.3242
monthly_expiry_day|expiry_day|5m|rsi_50_cross|target_10pct,monthly_expiry_day,rsi_50_cross,5m,target_10pct,True,3.855615,38,0.6316,-10.8343,10.0,9.6346,-45.9238,10.0,75.0,22.5,77.7057,589.2261
monthly_expiry_day|expiry_day|5m|rsi_50_cross|target_20pct,monthly_expiry_day,rsi_50_cross,5m,target_20pct,True,16.133383,35,0.5714,-10.3023,20.0,18.9176,-49.2622,20.0,100.8571,75.0,75.6668,589.2261
monthly_expiry_day|expiry_day|5m|rsi_50_cross|trail_after_10pct_dd5pct,monthly_expiry_day,rsi_50_cross,5m,trail_after_10pct_dd5pct,True,-8.999901,38,0.4737,-12.6489,-0.2107,13.2121,-35.9239,63.3065,76.7105,27.5,77.7057,589.2261
monthly_expiry_day|expiry_day|10m|rsi_50_cross|target_10pct,monthly_expiry_day,rsi_50_cross,10m,target_10pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monthly_expiry_day|expiry_day|10m|rsi_50_cross|target_20pct,monthly_expiry_day,rsi_50_cross,10m,target_20pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monthly_expiry_day|expiry_day|10m|rsi_50_cross|trail_after_10pct_dd5pct,monthly_expiry_day,rsi_50_cross,10m,trail_after_10pct_dd5pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monthly_expiry_day|expiry_day|15m|rsi_50_cross|target_10pct,monthly_expiry_day,rsi_50_cross,15m,target_10pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monthly_expiry_day|expiry_day|15m|rsi_50_cross|target_20pct,monthly_expiry_day,rsi_50_cross,15m,target_20pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monthly_expiry_day|expiry_day|15m|rsi_50_cross|trail_after_10pct_dd5pct,monthly_expiry_day,rsi_50_cross,15m,trail_after_10pct_dd5pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monthly_expiry_day|expiry_day|1m|roc_zero|target_10pct,monthly_expiry_day,roc_zero,1m,target_10pct,True,2.428799,85,0.6824,-13.0024,10.0,9.7553,-61.8893,10.0,106.0235,30.0,41.8221,506.4085
monthly_expiry_day|expiry_day|1m|roc_zero|target_20pct,monthly_expiry_day,roc_zero,1m,target_20pct,True,14.779354,65,0.5692,-14.5064,20.0,19.2544,-59.1189,20.0,144.3385,86.0,45.5743,506.4085
monthly_expiry_day|expiry_day|1m|roc_zero|trail_after_10pct_dd5pct,monthly_expiry_day,roc_zero,1m,trail_after_10pct_dd5pct,True,-5.535982,84,0.5952,-12.2937,4.7065,12.981,-49.4624,49.0291,109.3095,37.5,42.3525,506.4085
monthly_expiry_day|expiry_day|3m|roc_zero|target_10pct,monthly_expiry_day,roc_zero,3m,target_10pct,True,-4.781026,62,0.629,-19.5865,10.0,9.1751,-68.3562,10.0,121.4032,63.0,34.2099,637.3377
monthly_expiry_day|expiry_day|3m|roc_zero|target_20pct,monthly_expiry_day,roc_zero,3m,target_20pct,True,-18.173557,48,0.5208,-23.9282,1.0082,17.1131,-68.5384,20.0,170.0,142.5,39.6485,637.3377
monthly_expiry_day|expiry_day|3m|roc_zero|trail_after_10pct_dd5pct,monthly_expiry_day,roc_zero,3m,trail_after_10pct_dd5pct,True,-15.595684,62,0.5323,-20.0372,1.5721,10.2967,-54.5551,34.267,123.2419,70.5,34.1614,637.3377
monthly_expiry_day|expiry_day|5m|roc_zero|target_10pct,monthly_expiry_day,roc_zero,5m,target_10pct,True,4.677503,61,0.6885,-10.8847,10.0,9.3363,-55.5839,10.0,81.3934,25.0,69.9905,929.932
monthly_expiry_day|expiry_day|5m|roc_zero|target_20pct,monthly_expiry_day,roc_zero,5m,target_20pct,True,5.866758,49,0.5714,-15.3854,14.6312,17.7413,-59.5544,20.0,124.0816,90.0,81.7537,929.932
monthly_expiry_day|expiry_day|5m|roc_zero|trail_after_10pct_dd5pct,monthly_expiry_day,roc_zero,5m,trail_after_10pct_dd5pct,True,-10.025211,61,0.5246,-12.7647,0.7925,12.687,-40.8494,63.3065,84.2623,35.0,69.9905,929.932
monthly_expiry_day|expiry_day|10m|roc_zero|target_10pct,monthly_expiry_day,roc_zero,10m,target_10pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monthly_expiry_day|expiry_day|10m|roc_zero|target_20pct,monthly_expiry_day,roc_zero,10m,target_20pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monthly_expiry_day|expiry_day|10m|roc_zero|trail_after_10pct_dd5pct,monthly_expiry_day,roc_zero,10m,trail_after_10pct_dd5pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monthly_expiry_day|expiry_day|15m|roc_zero|target_10pct,monthly_expiry_day,roc_zero,15m,target_10pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monthly_expiry_day|expiry_day|15m|roc_zero|target_20pct,monthly_expiry_day,roc_zero,15m,target_20pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monthly_expiry_day|expiry_day|15m|roc_zero|trail_after_10pct_dd5pct,monthly_expiry_day,roc_zero,15m,trail_after_10pct_dd5pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monthly_expiry_day|expiry_day|1m|ema_9_21_cross|target_10pct,monthly_expiry_day,ema_9_21_cross,1m,target_10pct,True,3.738322,74,0.6892,-11.8592,10.0,9.716,-59.7,10.0,92.1216,16.0,49.5974,929.932
monthly_expiry_day|expiry_day|1m|ema_9_21_cross|target_20pct,monthly_expiry_day,ema_9_21_cross,1m,target_20pct,True,-13.650388,52,0.5192,-20.6933,2.7589,18.7229,-63.2627,20.0,153.4423,135.5,52.7779,929.932
monthly_expiry_day|expiry_day|1m|ema_9_21_cross|trail_after_10pct_dd5pct,monthly_expiry_day,ema_9_21_cross,1m,trail_after_10pct_dd5pct,True,-8.436299,74,0.5405,-12.5501,2.3415,11.9461,-41.3692,44.2581,93.9595,18.5,49.5974,929.932
monthly_expiry_day|expiry_day|3m|ema_9_21_cross|target_10pct,monthly_expiry_day,ema_9_21_cross,3m,target_10pct,True,17.767678,32,0.75,1.9385,10.0,8.8684,-18.8512,10.0,66.4688,22.5,73.717,576.6246
monthly_expiry_day|expiry_day|3m|ema_9_21_cross|target_20pct,monthly_expiry_day,ema_9_21_cross,3m,target_20pct,True,26.475074,30,0.6333,0.4347,20.0,17.9455,-29.8113,20.0,97.8,63.0,77.4522,576.6246
monthly_expiry_day|expiry_day|3m|ema_9_21_cross|trail_after_10pct_dd5pct,monthly_expiry_day,ema_9_21_cross,3m,trail_after_10pct_dd5pct,True,7.564067,32,0.6562,1.4662,4.5171,10.531,-15.8393,47.654,68.3438,25.5,73.717,576.6246
monthly_expiry_day|expiry_day|5m|ema_9_21_cross|target_10pct,monthly_expiry_day,ema_9_21_cross,5m,target_10pct,True,5.427098,19,0.5789,-7.1765,10.0,9.1168,-29.5798,10.0,90.5263,45.0,49.2184,361.9868
monthly_expiry_day|expiry_day|5m|ema_9_21_cross|target_20pct,monthly_expiry_day,ema_9_21_cross,5m,target_20pct,True,-3.696125,16,0.5,-6.5425,0.0131,17.0373,-30.1223,20.0,135.9375,162.5,56.0386,361.9868
monthly_expiry_day|expiry_day|5m|ema_9_21_cross|trail_after_10pct_dd5pct,monthly_expiry_day,ema_9_21_cross,5m,trail_after_10pct_dd5pct,True,-3.225792,19,0.4737,-5.2947,-0.2588,20.6709,-28.6638,76.2252,92.6316,50.0,49.2184,361.9868
monthly_expiry_day|expiry_day|10m|ema_9_21_cross|target_10pct,monthly_expiry_day,ema_9_21_cross,10m,target_10pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monthly_expiry_day|expiry_day|10m|ema_9_21_cross|target_20pct,monthly_expiry_day,ema_9_21_cross,10m,target_20pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monthly_expiry_day|expiry_day|10m|ema_9_21_cross|trail_after_10pct_dd5pct,monthly_expiry_day,ema_9_21_cross,10m,trail_after_10pct_dd5pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monthly_expiry_day|expiry_day|15m|ema_9_21_cross|target_10pct,monthly_expiry_day,ema_9_21_cross,15m,target_10pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monthly_expiry_day|expiry_day|15m|ema_9_21_cross|target_20pct,monthly_expiry_day,ema_9_21_cross,15m,target_20pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monthly_expiry_day|expiry_day|15m|ema_9_21_cross|trail_after_10pct_dd5pct,monthly_expiry_day,ema_9_21_cross,15m,trail_after_10pct_dd5pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monthly_expiry_day|expiry_day|1m|cci_zero|target_10pct,monthly_expiry_day,cci_zero,1m,target_10pct,True,4.524742,90,0.7111,-11.4735,10.0,9.7634,-63.7491,10.0,89.9,20.5,62.7944,655.7404
monthly_expiry_day|expiry_day|1m|cci_zero|target_20pct,monthly_expiry_day,cci_zero,1m,target_20pct,True,16.660669,67,0.597,-13.4653,20.0,19.2469,-61.9277,20.0,131.4478,67.0,70.537,655.7404
monthly_expiry_day|expiry_day|1m|cci_zero|trail_after_10pct_dd5pct,monthly_expiry_day,cci_zero,1m,trail_after_10pct_dd5pct,True,-6.717087,90,0.5889,-12.2222,3.9338,11.9828,-46.8942,41.4094,92.2889,23.5,62.7944,655.7404
monthly_expiry_day|expiry_day|3m|cci_zero|target_10pct,monthly_expiry_day,cci_zero,3m,target_10pct,True,3.57665,58,0.6724,-11.7387,10.0,9.3417,-55.009,10.0,90.5172,18.0,82.1949,929.932
monthly_expiry_day|expiry_day|3m|cci_zero|target_20pct,monthly_expiry_day,cci_zero,3m,target_20pct,True,13.82947,50,0.56,-14.2977,20.0,18.6306,-56.2065,20.0,119.64,90.0,82.2202,929.932
monthly_expiry_day|expiry_day|3m|cci_zero|trail_after_10pct_dd5pct,monthly_expiry_day,cci_zero,3m,trail_after_10pct_dd5pct,True,-9.858234,58,0.5345,-13.1475,1.2262,10.635,-40.4533,48.9796,92.069,19.5,82.1949,929.932
monthly_expiry_day|expiry_day|5m|cci_zero|target_10pct,monthly_expiry_day,cci_zero,5m,target_10pct,True,-0.673504,39,0.6154,-15.7417,10.0,8.4694,-54.4796,10.0,84.1026,45.0,56.2336,540.5877
monthly_expiry_day|expiry_day|5m|cci_zero|target_20pct,monthly_expiry_day,cci_zero,5m,target_20pct,True,-7.541717,37,0.5946,-11.9397,2.1484,16.5121,-53.669,20.0,92.027,60.0,58.6919,540.5877
monthly_expiry_day|expiry_day|5m|cci_zero|trail_after_10pct_dd5pct,monthly_expiry_day,cci_zero,5m,trail_after_10pct_dd5pct,True,-12.134556,39,0.4872,-16.8796,0.0,10.142,-42.5502,41.5493,85.641,45.0,56.2336,540.5877
monthly_expiry_day|expiry_day|10m|cci_zero|target_10pct,monthly_expiry_day,cci_zero,10m,target_10pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monthly_expiry_day|expiry_day|10m|cci_zero|target_20pct,monthly_expiry_day,cci_zero,10m,target_20pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monthly_expiry_day|expiry_day|10m|cci_zero|trail_after_10pct_dd5pct,monthly_expiry_day,cci_zero,10m,trail_after_10pct_dd5pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monthly_expiry_day|expiry_day|15m|cci_zero|target_10pct,monthly_expiry_day,cci_zero,15m,target_10pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
