avg_entry_macd_pct,avg_holding_minutes,avg_loss_return_pct,avg_max_possible_return_pct,avg_return_pct,avg_win_return_pct,cross_location,exit_name,expiry_day_only,group_name,max_possible_return_pct,max_realized_return_pct,median_entry_macd_pct,median_holding_minutes,median_return_pct,opportunities,score,timeframe,variant_key,win_rate
-4.6087,3798.375,-68.3892,83.5167,-4.4014,33.9912,below_zero,trail_after_30pct_dd15pct,False,monthly_series,494.2735,153.8787,-2.2885,1729.5,10.1735,48,3.474812,3m,monthly_series|series|3m|trail_after_30pct_dd15pct|below_zero,0.625
3.003,7161.0,-82.7716,0.0,-82.7716,0.0,zero_straddle,trail_after_30pct_dd15pct,False,monthly_series,0.0,-82.7716,3.003,7161.0,-82.7716,1,-0.573729,3m,monthly_series|series|3m|trail_after_30pct_dd15pct|zero_straddle,0.0
-4.6251,2858.7143,-60.3073,72.0269,1.6696,31.9988,below_zero,trail_after_20pct_dd10pct,False,monthly_series,389.5347,175.9857,-2.7109,1200.0,10.1734,70,14.513359,5m,monthly_series|series|5m|trail_after_20pct_dd10pct|below_zero,0.6714
0.0162,85.0,0.0,471.0883,26.9405,26.9405,zero_straddle,trail_after_20pct_dd10pct,False,monthly_series,471.0883,26.9405,0.0162,85.0,26.9405,1,18.673732,5m,monthly_series|series|5m|trail_after_20pct_dd10pct|zero_straddle,1.0
1.5194,4136.3333,-81.673,84.808,-11.3997,50.0895,above_zero,trail_after_20pct_dd10pct,False,monthly_series,451.6039,186.802,0.7965,1130.0,7.8611,15,-5.464069,5m,monthly_series|series|5m|trail_after_20pct_dd10pct|above_zero,0.5333
-4.6325,3894.5283,-77.7693,75.2245,-3.4486,34.7735,below_zero,trail_after_30pct_dd15pct,False,monthly_series,389.5347,158.0645,-2.8881,2075.0,9.9443,53,5.027767,5m,monthly_series|series|5m|trail_after_30pct_dd15pct|below_zero,0.6604
0.0162,85.0,0.0,471.0883,26.9405,26.9405,zero_straddle,trail_after_30pct_dd15pct,False,monthly_series,471.0883,26.9405,0.0162,85.0,26.9405,1,18.673732,5m,monthly_series|series|5m|trail_after_30pct_dd15pct|zero_straddle,1.0
1.6505,4493.0769,-72.1056,95.5647,-9.9073,62.6573,above_zero,trail_after_30pct_dd15pct,False,monthly_series,451.6039,171.7005,1.3372,2515.0,-14.3078,13,-14.210139,5m,monthly_series|series|5m|trail_after_30pct_dd15pct|above_zero,0.4615
-5.671,3563.2759,-78.5033,72.0974,-11.715,29.1,below_zero,trail_after_20pct_dd10pct,False,monthly_series,392.2355,189.3697,-3.6671,1585.0,6.1975,58,-11.51572,10m,monthly_series|series|10m|trail_after_20pct_dd10pct|below_zero,0.6207
2.2598,2169.5238,-44.0742,92.9254,21.6212,42.151,above_zero,trail_after_20pct_dd10pct,False,monthly_series,344.9001,151.912,1.3728,1020.0,12.3342,21,42.17074,10m,monthly_series|series|10m|trail_after_20pct_dd10pct|above_zero,0.7619
-5.7954,4571.3725,-77.9196,70.7547,-13.0968,44.5234,below_zero,trail_after_30pct_dd15pct,False,monthly_series,392.2355,174.0126,-3.8623,2430.0,2.2965,51,-14.515924,10m,monthly_series|series|10m|trail_after_30pct_dd15pct|below_zero,0.5294
